scope,dataset,problem_type,model,embedding,k,method,family,seeds_included,selected_alpha,invariant_feature_fraction,disagreement_reduction,normalized_excess_risk,raw_task_error,method_task_error,trivial_task_error,raw_fallback,inference_multiplier,validation_C,predictive_rank,task_outcome
embedding,2dplanes,regression,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.0,0.0034972382418943094,0.9801542418833351,0.991921705157384,4.3739142822513895,False,2.0,0.003015181468733685,2.5,L
embedding,Brazilian_houses,regression,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.7440704076895799,3132.9683984873595,1654.141472826595,4729.547636266773,False,1.0,-1.0198282339690192,3.0,W
embedding,Brazilian_houses,regression,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.7552314114642087,3132.9683984873595,1634.4607193161082,4729.547636266773,False,2.0,-0.944784093984162,1.5,W
embedding,Brazilian_houses,regression,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,3132.9683984873595,3132.9683984873595,4729.547636266773,True,1.0,0.0,4.0,T
embedding,Brazilian_houses,regression,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.7552314114642087,3132.9683984873595,1634.4607193161082,4729.547636266773,False,2.0,-0.944784093984162,1.5,W
embedding,Brazilian_houses,regression,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.13042218538746464,1447.7044000378237,1905.3327987247876,4729.547636266773,False,1.0,0.17270858958115612,4.0,L
embedding,Brazilian_houses,regression,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.25,,0.25000001574167285,-0.011385508670156334,1447.7044000378237,1392.8069486847482,4729.547636266773,False,2.0,-0.01589438226284134,1.0,W
embedding,Brazilian_houses,regression,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,1447.7044000378237,1447.7044000378237,4729.547636266773,True,1.0,0.0,2.0,T
embedding,Brazilian_houses,regression,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000034378926,0.05501064838077211,1447.7044000378237,1728.5491877433315,4729.547636266773,False,2.0,0.09320897259868852,3.0,L
embedding,Brazilian_houses,regression,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.12163736734233985,2776.604104476069,2539.0531947007967,4729.547636266773,False,1.0,-0.13655449015394153,3.0,W
embedding,Brazilian_houses,regression,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.1425944123680137,2776.604104476069,2491.9577198849643,4729.547636266773,False,2.0,-0.150318571629162,1.5,W
embedding,Brazilian_houses,regression,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,2776.604104476069,2776.604104476069,4729.547636266773,True,1.0,0.0,4.0,T
embedding,Brazilian_houses,regression,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.1425944123680137,2776.604104476069,2491.9577198849643,4729.547636266773,False,2.0,-0.150318571629162,1.5,W
embedding,JapaneseVowels,classification,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.042698679674401406,0.547846063482692,0.4633917725001975,2.170709159425451,False,1.0,-0.08988729184651216,3.0,W
embedding,JapaneseVowels,classification,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7500000011367232,-0.06558173035914526,0.547846063482692,0.4177915438329459,2.170709159425451,False,2.0,-0.08739600198160621,1.5,W
embedding,JapaneseVowels,classification,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.547846063482692,0.547846063482692,2.170709159425451,True,1.0,0.0,4.0,T
embedding,JapaneseVowels,classification,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000011367232,-0.06558173035914526,0.547846063482692,0.4177915438329459,2.170709159425451,False,2.0,-0.08739600198160621,1.5,W
embedding,JapaneseVowels,classification,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.058561390889786236,0.49178353257135915,0.39029509124894624,2.170709159425451,False,1.0,-0.027377704877409655,3.0,W
embedding,JapaneseVowels,classification,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7499999996522295,-0.08255110297830874,0.49178353257135915,0.34994634883164755,2.170709159425451,False,2.0,-0.04869455081863134,1.5,W
embedding,JapaneseVowels,classification,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.49178353257135915,0.49178353257135915,2.170709159425451,True,1.0,0.0,4.0,T
embedding,JapaneseVowels,classification,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7499999996522295,-0.08255110297830874,0.49178353257135915,0.34994634883164755,2.170709159425451,False,2.0,-0.04869455081863134,1.5,W
embedding,JapaneseVowels,classification,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.036170576535229135,0.2620027930886515,0.19296378338178719,2.170709159425451,False,1.0,-0.02562617848718152,1.0,W
embedding,JapaneseVowels,classification,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7500000028493158,-0.029566526971770632,0.2620027930886515,0.20556897482716419,2.170709159425451,False,2.0,-0.021070341509156255,2.5,W
embedding,JapaneseVowels,classification,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.2620027930886515,0.2620027930886515,2.170709159425451,True,1.0,0.0,4.0,T
embedding,JapaneseVowels,classification,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000028493158,-0.029566526971770632,0.2620027930886515,0.20556897482716419,2.170709159425451,False,2.0,-0.021070341509156255,2.5,W
embedding,OnlineNewsPopularity,regression,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.10149375059622578,5185.3472727022945,5193.406316810925,5264.751611011675,False,1.0,1.754566872350364,4.0,L
embedding,OnlineNewsPopularity,regression,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.25,,0.2499999999999999,-0.610866215975834,5185.3472727022945,5145.388810906474,5264.751611011675,True,2.0,-0.11460036348704104,1.0,W
embedding,OnlineNewsPopularity,regression,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,5185.3472727022945,5185.3472727022945,5264.751611011675,True,1.0,0.0,3.0,T
embedding,OnlineNewsPopularity,regression,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.46933196493027196,5185.3472727022945,5148.080278579565,5264.751611011675,False,2.0,1.0088465238412028,2.0,W
embedding,OnlineNewsPopularity,regression,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,3.331907607627925,5130.358216018208,5532.975297944423,5264.751611011675,False,1.0,3.6681631714841885,4.0,L
embedding,OnlineNewsPopularity,regression,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.0,,0.0,0.0,5130.358216018208,5149.728320185161,5264.751611011675,True,1.0,0.0,2.0,L
embedding,OnlineNewsPopularity,regression,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,5130.358216018208,5130.358216018208,5264.751611011675,True,1.0,0.0,1.0,T
embedding,OnlineNewsPopularity,regression,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000065713509,1.6850065541688533,5130.358216018208,5343.543319109907,5264.751611011675,False,2.0,2.1604499209889845,3.0,L
embedding,OnlineNewsPopularity,regression,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.04663618095727002,5158.427986878866,5144.769682976135,5264.751611011675,False,1.0,-0.03571373124376183,1.0,W
embedding,OnlineNewsPopularity,regression,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.024748267567800065,5158.427986878866,5147.4093823879575,5264.751611011675,False,2.0,-0.030584662026802486,2.5,W
embedding,OnlineNewsPopularity,regression,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,5158.427986878866,5158.427986878866,5264.751611011675,True,1.0,0.0,4.0,T
embedding,OnlineNewsPopularity,regression,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.04150517408970037,5158.427986878866,5147.4093823879575,5264.751611011675,False,2.0,-0.030584662026802486,2.5,W
embedding,SoilKsatDB,regression,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.015160283885572765,1000.0365831188411,998.2598643234674,1148.7614652193272,False,1.0,-0.12611637608308585,3.0,W
embedding,SoilKsatDB,regression,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.04869875946205936,1000.0365831188411,994.832376615997,1148.7614652193272,False,2.0,-0.12810292226919778,1.5,W
embedding,SoilKsatDB,regression,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,1000.0365831188411,1000.0365831188411,1148.7614652193272,True,1.0,0.0,4.0,T
embedding,SoilKsatDB,regression,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.04869875946205936,1000.0365831188411,994.832376615997,1148.7614652193272,False,2.0,-0.12810292226919778,1.5,W
embedding,SoilKsatDB,regression,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.18531907071070314,1011.590497655444,999.0421627675164,1148.7614652193272,False,1.0,0.06291319264327411,1.0,W
embedding,SoilKsatDB,regression,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7499999940673674,-0.1798707534661516,1011.590497655444,999.7303473057955,1148.7614652193272,False,2.0,0.009640813018223466,2.5,W
embedding,SoilKsatDB,regression,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,1011.590497655444,1011.590497655444,1148.7614652193272,True,1.0,0.0,4.0,T
embedding,SoilKsatDB,regression,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7499999978271914,-0.1798707534661516,1011.590497655444,999.7303473057955,1148.7614652193272,False,2.0,0.00966692540404832,2.5,W
embedding,SoilKsatDB,regression,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.25919861521561743,978.0778170855842,941.185421852194,1148.7614652193272,False,1.0,-0.11893299154331562,1.0,W
embedding,SoilKsatDB,regression,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.2317826483995591,978.0778170855842,943.5767108674385,1148.7614652193272,False,2.0,-0.1321816129592374,2.5,W
embedding,SoilKsatDB,regression,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,978.0778170855842,978.0778170855842,1148.7614652193272,True,1.0,0.0,4.0,T
embedding,SoilKsatDB,regression,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.2317826483995591,978.0778170855842,943.5767108674385,1148.7614652193272,False,2.0,-0.1321816129592374,2.5,W
embedding,ada_prior,classification,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.08741089574877915,0.37858743242487025,0.3944605338689764,0.5601792272249806,False,1.0,0.07128395951739067,4.0,L
embedding,ada_prior,classification,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.5,,0.49999999866195377,-0.005911025732591754,0.37858743242487025,0.3775140386529793,0.5601792272249806,False,2.0,-0.002703793026503965,1.0,W
embedding,ada_prior,classification,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.37858743242487025,0.37858743242487025,0.5601792272249806,True,1.0,0.0,2.0,T
embedding,ada_prior,classification,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.749999998611001,0.017299019532609282,0.37858743242487025,0.3827973197362019,0.5601792272249806,False,2.0,0.015753321178862398,3.0,L
embedding,ada_prior,classification,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.06621263444718238,0.3747307182205792,0.3870097525560626,0.5601792272249806,False,1.0,0.04009683015414836,4.0,L
embedding,ada_prior,classification,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7499999958111536,-0.011687372041908593,0.3747307182205792,0.37330769102205785,0.5601792272249806,False,2.0,-0.011699931810174872,1.5,W
embedding,ada_prior,classification,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.3747307182205792,0.3747307182205792,0.5601792272249806,True,1.0,0.0,3.0,T
embedding,ada_prior,classification,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000040180689,0.016588758207168174,0.3747307182205792,0.37330769102205785,0.5601792272249806,False,2.0,0.0035976853880093965,1.5,W
embedding,ada_prior,classification,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.07635142617387916,0.36383627652669237,0.3794888269245045,0.5601792272249806,False,1.0,0.15752791899631072,4.0,L
embedding,ada_prior,classification,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.0,,0.0,0.0,0.36383627652669237,0.36383627652669237,0.5601792272249806,True,1.0,0.0,1.5,T
embedding,ada_prior,classification,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.36383627652669237,0.36383627652669237,0.5601792272249806,True,1.0,0.0,1.5,T
embedding,ada_prior,classification,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7499999994789504,0.03569877750155026,0.36383627652669237,0.3704544801478279,0.5601792272249806,False,2.0,0.09234301353647541,3.0,L
embedding,bank32nh,regression,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.13939197770101405,0.10755604982977267,0.10604008001184133,0.12041162161748488,False,1.0,-0.0942016719196984,3.0,W
embedding,bank32nh,regression,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.19234872066374756,0.10755604982977267,0.10508329704300526,0.12041162161748488,False,2.0,-0.16382092726729394,1.5,W
embedding,bank32nh,regression,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.10755604982977267,0.10755604982977267,0.12041162161748488,True,1.0,0.0,4.0,T
embedding,bank32nh,regression,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.19234872066374756,0.10755604982977267,0.10508329704300526,0.12041162161748488,False,2.0,-0.16382092726729394,1.5,W
embedding,bank32nh,regression,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.14934010018030694,0.10728861848585254,0.10532882788350809,0.12041162161748488,False,1.0,-0.4339020711017095,3.0,W
embedding,bank32nh,regression,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7499999998058278,-0.2217506981562208,0.10728861848585254,0.10388854286611296,0.12041162161748488,False,2.0,-0.4622060039592787,1.5,W
embedding,bank32nh,regression,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.10728861848585254,0.10728861848585254,0.12041162161748488,True,1.0,0.0,4.0,T
embedding,bank32nh,regression,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7499999998058278,-0.2217506981562208,0.10728861848585254,0.10388854286611296,0.12041162161748488,False,2.0,-0.4622060039592787,1.5,W
embedding,bank32nh,regression,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.11233137336834383,0.09628909213014004,0.09357937526370823,0.12041162161748488,False,1.0,-0.05238547192045252,1.0,W
embedding,bank32nh,regression,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.75,-0.10588926274384369,0.09628909213014004,0.09373477526720847,0.12041162161748488,False,2.0,-0.06640493138524485,2.5,W
embedding,bank32nh,regression,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.09628909213014004,0.09628909213014004,0.12041162161748488,True,1.0,0.0,4.0,T
embedding,bank32nh,regression,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.75,-0.10588926274384369,0.09628909213014004,0.09373477526720847,0.12041162161748488,False,2.0,-0.06640493138524485,2.5,W
embedding,eye_movements,classification,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.012442483433156844,1.0051633060902205,1.0002166117084363,1.085336496348905,False,1.0,-0.060620376380377566,3.0,W
embedding,eye_movements,classification,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7500000006270489,-0.18054044854302834,1.0051633060902205,0.9860839773785036,1.085336496348905,False,2.0,-0.11553206660175656,1.5,W
embedding,eye_movements,classification,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,1.0051633060902205,1.0051633060902205,1.085336496348905,True,1.0,0.0,4.0,T
embedding,eye_movements,classification,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000006270489,-0.18054044854302834,1.0051633060902205,0.9860839773785036,1.085336496348905,False,2.0,-0.11553206660175656,1.5,W
embedding,eye_movements,classification,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.04212640130214736,1.006612061435585,0.9982615061588864,1.085336496348905,False,1.0,-0.003473550932990633,3.0,W
embedding,eye_movements,classification,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.749999998435358,-0.22346174691609272,1.006612061435585,0.9775288354616205,1.085336496348905,False,2.0,-0.1767880388528708,1.5,W
embedding,eye_movements,classification,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,1.006612061435585,1.006612061435585,1.085336496348905,True,1.0,0.0,4.0,T
embedding,eye_movements,classification,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.749999998435358,-0.22346174691609272,1.006612061435585,0.9775288354616205,1.085336496348905,False,2.0,-0.1767880388528708,1.5,W
embedding,eye_movements,classification,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,2,1.0,,1.0,0.17224156744498154,1.0099000599856454,1.0297812772695407,1.085336496348905,False,1.0,-0.1603036000767763,4.0,L
embedding,eye_movements,classification,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,2,0.75,,0.7499999998631626,-0.11301638133611881,1.0099000599856454,1.0076147412756347,1.085336496348905,False,2.0,-0.21278545138151078,1.5,W
embedding,eye_movements,classification,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,2,0.0,,0.0,0.0,1.0099000599856454,1.0099000599856454,1.085336496348905,True,1.0,0.0,3.0,T
embedding,eye_movements,classification,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,2,0.75,,0.7499999998631626,-0.11301638133611881,1.0099000599856454,1.0076147412756347,1.085336496348905,False,2.0,-0.21278545138151078,1.5,W
embedding,mfeat-fourier,classification,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.01487960012790584,0.7840133501114812,0.789904248190362,2.302596522337036,False,1.0,-0.002768342678263077,4.0,L
embedding,mfeat-fourier,classification,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7499999999866844,-0.031736102306503276,0.7840133501114812,0.71435435835146,2.302596522337036,False,2.0,-0.033343000009312423,1.5,W
embedding,mfeat-fourier,classification,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.7840133501114812,0.7840133501114812,2.302596522337036,True,1.0,0.0,3.0,T
embedding,mfeat-fourier,classification,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7499999999866844,-0.031736102306503276,0.7840133501114812,0.71435435835146,2.302596522337036,False,2.0,-0.033343000009312423,1.5,W
embedding,mfeat-fourier,classification,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.05812223378782978,0.7418387641516663,0.6539032464210828,2.302596522337036,False,1.0,-0.03834340693604585,3.0,W
embedding,mfeat-fourier,classification,resnet_tabular,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7500000019772172,-0.06078169176805651,0.7418387641516663,0.6474031776369563,2.302596522337036,False,2.0,-0.053819784694225166,1.5,W
embedding,mfeat-fourier,classification,resnet_tabular,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.7418387641516663,0.7418387641516663,2.302596522337036,True,1.0,0.0,4.0,T
embedding,mfeat-fourier,classification,resnet_tabular,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000019772172,-0.06078169176805651,0.7418387641516663,0.6474031776369563,2.302596522337036,False,2.0,-0.053819784694225166,1.5,W
embedding,mfeat-fourier,classification,tabm_d,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,-0.021977670171230396,0.5835188158337392,0.5457374930014945,2.302596522337036,False,1.0,-0.00867873547747876,3.0,W
embedding,mfeat-fourier,classification,tabm_d,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.75,,0.7500000037078582,-0.022927480243597944,0.5835188158337392,0.5441046956806752,2.302596522337036,False,2.0,-0.012666585388136748,1.5,W
embedding,mfeat-fourier,classification,tabm_d,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.5835188158337392,0.5835188158337392,2.302596522337036,True,1.0,0.0,4.0,T
embedding,mfeat-fourier,classification,tabm_d,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000037078582,-0.022927480243597944,0.5835188158337392,0.5441046956806752,2.302596522337036,False,2.0,-0.012666585388136748,1.5,W
embedding,mozilla4,classification,controlled_mlp,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.08419378109890857,0.3162899058494846,0.342941693514783,0.6328428307500614,False,1.0,0.11860237839282543,4.0,L
embedding,mozilla4,classification,controlled_mlp,RBF,16,GuardedGram-G2-after-RBF-k16,embedding_G2,3,0.25,,0.25000000035130654,0.0016951271773675324,0.3162899058494846,0.3172749251510702,0.6328428307500614,True,2.0,0.004660642910351298,2.0,L
embedding,mozilla4,classification,controlled_mlp,RBF,16,Raw RBF-k16 embedding,embedding_baseline,3,0.0,,0.0,0.0,0.3162899058494846,0.3162899058494846,0.6328428307500614,True,1.0,0.0,1.0,T
embedding,mozilla4,classification,controlled_mlp,RBF,16,Raw+Gram@0.75 RBF-k16 embedding,embedding_baseline,3,0.75,,0.7500000025987184,0.039189611858046786,0.3162899058494846,0.3286954921088676,0.6328428307500614,False,2.0,0.056625472027644494,3.0,L
embedding,mozilla4,classification,resnet_tabular,RBF,16,Gram-after-RBF-k16 embedding,embedding_baseline,3,1.0,,1.0,0.09699530853492302,0.3320949367244349,0.3504602875754121,0.6328428307500614,False,1.0,0.14250330636944708,4.0,L
