scope,dataset,model,method,seed,split,problem_type,n_rows,family,selected_alpha,invariant_feature_fraction,raw_disagreement_recomputed,raw_disagreement_stored,method_disagreement_recomputed,method_disagreement_stored,disagreement_reduction,disagreement_reduction_stored,disagreement_mismatch,disagreement_matches_tolerance,raw_fallback,inference_multiplier,raw_loss_recomputed,raw_loss_stored,method_loss_recomputed,method_loss_stored,trivial_loss_recomputed,trivial_loss_stored,raw_loss_mismatch,method_loss_mismatch,trivial_loss_mismatch,absolute_loss_mismatch,loss_matches_tolerance,trivial_matches_tolerance,L_raw,L_method,L_trivial,numerator,raw_headroom,denominator_used,denominator_clipped,C_recomputed,C_stored,C_difference,C_matches_tolerance,C_stable,delta_L,delta_sigma,delta_logloss,headroom_le_0,headroom_lt_1e_8,headroom_lt_1e_6,headroom_lt_1e_4_times_trivial
general,mfeat-fourier,controlled_mlp,Raw,0,test,classification,400,fixed,0.0,,0.062498662215511716,0.062498662215511716,0.062498662215511716,0.062498662215511716,0.0,0.0,0.0,True,True,1.0,0.588789536684125,0.588789536684125,0.588789536684125,0.588789536684125,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.588789536684125,0.588789536684125,2.302596522337036,0.0,1.7138069856529112,1.7138069856529112,False,0.0,0.0,0.0,True,0.0,0.0,,0.0,False,False,False,False
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.5,0,test,classification,400,fixed,0.5,,0.062498662215511716,0.062498662215511716,0.031249331204069756,0.031249331204069756,0.4999999984589446,0.4999999984589446,0.0,True,False,2.0,0.588789536684125,0.588789536684125,0.5848318727966317,0.5848318727966317,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.588789536684125,0.5848318727966317,2.302596522337036,-0.003957663887493301,1.7138069856529112,1.7138069856529112,False,-0.002309282154072645,-0.002309282154072645,0.0,True,-0.001718783056041639,-0.003957663887493301,,-0.003957663887493301,False,False,False,False
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.75,0,test,classification,400,fixed,0.75,,0.062498662215511716,0.062498662215511716,0.015624665608831165,0.015624665608831165,0.7499999991207293,0.7499999991207293,0.0,True,False,2.0,0.588789536684125,0.588789536684125,0.6168454260697952,0.6168454260697952,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.588789536684125,0.6168454260697952,2.302596522337036,0.028055889385670163,1.7138069856529112,1.7138069856529112,False,0.016370507076082244,0.016370507076082244,0.0,True,0.012184457465085827,0.028055889385670163,,0.028055889385670163,False,False,False,False
general,mfeat-fourier,controlled_mlp,PureGram,0,test,classification,400,fixed,1.0,,0.062498662215511716,0.062498662215511716,0.0,0.0,1.0,1.0,0.0,True,False,1.0,0.588789536684125,0.588789536684125,0.6931816067213841,0.6931816067213841,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.588789536684125,0.6931816067213841,2.302596522337036,0.10439207003725903,1.7138069856529112,1.7138069856529112,False,0.06091238448155155,0.06091238448155155,0.0,True,0.045336674933959153,0.10439207003725903,,0.10439207003725903,False,False,False,False
general,mfeat-fourier,controlled_mlp,GuardedGram-G2-g0p0-t01,0,test,classification,400,G2,0.75,,0.062498662215511716,0.062498662215511716,0.015624665608831165,0.015624665608831165,0.7499999991207293,0.7499999991207293,0.0,True,False,2.0,0.588789536684125,0.588789536684125,0.6168454260697952,0.6168454260697952,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.588789536684125,0.6168454260697952,2.302596522337036,0.028055889385670163,1.7138069856529112,1.7138069856529112,False,0.016370507076082244,0.016370507076082244,0.0,True,0.012184457465085827,0.028055889385670163,,0.028055889385670163,False,False,False,False
general,mfeat-fourier,controlled_mlp,SafeGram-t01,0,test,classification,400,safety_reference,0.5,,0.062498662215511716,0.062498662215511716,0.031249331204069756,0.031249331204069756,0.4999999984589446,0.4999999984589446,0.0,True,False,2.0,0.588789536684125,0.588789536684125,0.5848318727966317,0.5848318727966317,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.588789536684125,0.5848318727966317,2.302596522337036,-0.003957663887493301,1.7138069856529112,1.7138069856529112,False,-0.002309282154072645,-0.002309282154072645,0.0,True,-0.001718783056041639,-0.003957663887493301,,-0.003957663887493301,False,False,False,False
general,mfeat-fourier,controlled_mlp,SafeRankGram-t01,0,test,classification,400,safety_reference,0.5,,0.062498662215511716,0.062498662215511716,0.031249331062725084,0.031249331062725084,0.5000000007205079,0.5000000007205079,0.0,True,False,2.0,0.588789536684125,0.588789536684125,0.5868084113298996,0.5868084113298996,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.588789536684125,0.5868084113298996,2.302596522337036,-0.0019811253542254548,1.7138069856529112,1.7138069856529112,False,-0.001155979273518192,-0.001155979273518192,0.0,True,-0.000860387538592605,-0.0019811253542254548,,-0.0019811253542254548,False,False,False,False
general,mfeat-fourier,controlled_mlp,BlockGuard-Greedy-t01,0,test,classification,400,BlockGuard-Greedy,,0.6447368421052632,0.062498662215511716,0.062498662215511716,0.01163819964035791,0.01163819964035791,0.8137848199018027,0.8137848199018027,0.0,True,False,1.0,0.588789536684125,0.588789536684125,0.625781185678483,0.625781185678483,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.588789536684125,0.625781185678483,2.302596522337036,0.03699164899435792,1.7138069856529112,1.7138069856529112,False,0.021584489562729355,0.021584489562729355,0.0,True,0.01606518929196201,0.03699164899435792,,0.03699164899435792,False,False,False,False
general,mfeat-fourier,controlled_mlp,Raw,1,test,classification,400,fixed,0.0,,0.071009871215344,0.071009871215344,0.071009871215344,0.071009871215344,0.0,0.0,0.0,True,True,1.0,0.6478278904374973,0.6478278904374973,0.6478278904374973,0.6478278904374973,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.6478278904374973,0.6478278904374973,2.302596522337036,0.0,1.6547686318995387,1.6547686318995387,False,0.0,0.0,0.0,True,0.0,0.0,,0.0,False,False,False,False
general,mfeat-fourier,controlled_mlp,Raw+Gram@0.5,1,test,classification,400,fixed,0.5,,0.071009871215344,0.071009871215344,0.03550493568333768,0.03550493568333768,0.49999999893443436,0.49999999893443436,0.0,True,False,2.0,0.6478278904374973,0.6478278904374973,0.5858385974828222,0.5858385974828222,2.302596522337036,2.302596522337036,0.0,0.0,0.0,0.0,True,True,0.6478278904374973,0.5858385974828222,2.302596522337036,-0.061989292954675146,1.6547686318995387,1.6547686318995387,False,-0.03746100316363655,-0.03746100316363655,0.0,True,-0.02692147423716192,-0.061989292954675146,,-0.061989292954675146,False,False,False,False
