panel,dataset,task,method,draw,selection_agreement,validation_quotient_regret,selected_quotient_test_loss,selected_realized_test_loss,family,mean_prediction_residual
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,0,True,0.0,0.02143365113742477,0.02064854778185541,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,1,True,0.0,0.02143365113742477,0.021461666976499528,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,2,True,0.0,0.02143365113742477,0.02046998384439255,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,3,True,0.0,0.02143365113742477,0.022247530756064133,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,4,True,0.0,0.02143365113742477,0.019725634638917074,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,5,True,0.0,0.02143365113742477,0.020547500384822226,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,6,True,0.0,0.02143365113742477,0.021527157289760977,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,7,True,0.0,0.02143365113742477,0.022159782708682695,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,8,True,0.0,0.02143365113742477,0.022453792911662957,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,9,True,0.0,0.02143365113742477,0.02230078947412114,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,10,True,0.0,0.02143365113742477,0.02075064789383302,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,11,True,0.0,0.02143365113742477,0.020762123914726836,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,12,True,0.0,0.02143365113742477,0.020968867921038116,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,13,True,0.0,0.02143365113742477,0.021967070851865805,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,14,True,0.0,0.02143365113742477,0.02112655975787142,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,15,True,0.0,0.02143365113742477,0.022120148465435332,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,16,True,0.0,0.02143365113742477,0.021239051613540432,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,17,True,0.0,0.02143365113742477,0.021850824361263125,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,18,True,0.0,0.02143365113742477,0.021570933803153364,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,19,True,0.0,0.02143365113742477,0.021819503476243986,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,20,True,0.0,0.02143365113742477,0.02179134926593211,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,21,True,0.0,0.02143365113742477,0.021437422025956276,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,22,True,0.0,0.02143365113742477,0.021689178260733764,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,23,True,0.0,0.02143365113742477,0.02141748682892038,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,24,True,0.0,0.02143365113742477,0.021030275613899183,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,25,True,0.0,0.02143365113742477,0.02076189229113507,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,26,True,0.0,0.02143365113742477,0.02228164007278476,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,27,True,0.0,0.02143365113742477,0.020144384238569422,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,28,True,0.0,0.02143365113742477,0.02170689285896671,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,29,True,0.0,0.02143365113742477,0.021344067841543433,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,30,True,0.0,0.02143365113742477,0.02134974915674621,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,31,True,0.0,0.02143365113742477,0.021065546241767284,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,32,True,0.0,0.02143365113742477,0.020847543107602652,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,33,True,0.0,0.02143365113742477,0.02128449895145312,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,34,True,0.0,0.02143365113742477,0.021615582315057454,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,35,True,0.0,0.02143365113742477,0.021421072119060865,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,36,True,0.0,0.02143365113742477,0.021138558700108834,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,37,True,0.0,0.02143365113742477,0.02024855095997429,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,38,True,0.0,0.02143365113742477,0.0217271973925454,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,39,True,0.0,0.02143365113742477,0.021529669086723796,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,40,True,0.0,0.02143365113742477,0.021488985077374262,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,41,True,0.0,0.02143365113742477,0.02220265384617785,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,42,True,0.0,0.02143365113742477,0.021663087998398757,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,43,True,0.0,0.02143365113742477,0.0211436094749998,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,44,True,0.0,0.02143365113742477,0.021487771512849817,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,45,True,0.0,0.02143365113742477,0.021404586617664114,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,46,True,0.0,0.02143365113742477,0.021857997989039958,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,47,True,0.0,0.02143365113742477,0.022027139599828393,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,48,True,0.0,0.02143365113742477,0.021285114156776617,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,49,True,0.0,0.02143365113742477,0.020678189633767274,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,50,True,0.0,0.02143365113742477,0.021447526075809797,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,51,True,0.0,0.02143365113742477,0.0209548408924347,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,52,True,0.0,0.02143365113742477,0.021598993994213323,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,53,True,0.0,0.02143365113742477,0.022880007394169476,pair32,
late_source,openml-kr-vs-kp-3,binclass,disjoint_pair_mean32,54,True,0.0,0.02143365113742477,0.020577675448829984,pair32,
