panel,dataset,task,method,draw,selected_model,selected_realized_validation_loss,selected_realized_test_loss,selected_quotient_validation_loss,selected_quotient_test_loss,validation_quotient_regret,test_quotient_regret,agrees_validation_quotient_winner,validation_rank_spearman,validation_pairwise_order_accuracy,selection_entropy_bits
openml_multiclass,openml-vehicle-54,multiclass,strength2,0,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,1,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,2,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,3,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,4,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,5,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,6,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,7,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,8,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,0.5,0.6666666666666666,
openml_multiclass,openml-vehicle-54,multiclass,strength2,9,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,10,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,11,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,0.5,0.6666666666666666,
openml_multiclass,openml-vehicle-54,multiclass,strength2,12,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,13,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,0.5,0.6666666666666666,
openml_multiclass,openml-vehicle-54,multiclass,strength2,14,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,15,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,0.5,0.6666666666666666,
openml_multiclass,openml-vehicle-54,multiclass,strength2,16,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,17,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,18,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,19,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,20,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,21,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,22,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,23,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,24,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,25,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,26,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,0.5,0.6666666666666666,
openml_multiclass,openml-vehicle-54,multiclass,strength2,27,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,28,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,29,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,0.5,0.6666666666666666,
openml_multiclass,openml-vehicle-54,multiclass,strength2,30,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,0.5,0.6666666666666666,
openml_multiclass,openml-vehicle-54,multiclass,strength2,31,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,32,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,33,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,34,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,35,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,36,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,37,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,38,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,39,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,0.5,0.6666666666666666,
openml_multiclass,openml-vehicle-54,multiclass,strength2,40,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,0.5,0.6666666666666666,
openml_multiclass,openml-vehicle-54,multiclass,strength2,41,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,42,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,43,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,44,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,0.5,0.6666666666666666,
openml_multiclass,openml-vehicle-54,multiclass,strength2,45,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,0.5,0.6666666666666666,
openml_multiclass,openml-vehicle-54,multiclass,strength2,46,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
openml_multiclass,openml-vehicle-54,multiclass,strength2,47,onehot_linear,0.2507593640937637,0.29486166177148304,0.2507593640937637,0.29486166177148304,0.0,0.0,True,1.0,1.0,
