panel,dataset,task,method,draw,selected_model,selection_score,selection_agreement,validation_quotient_regret,selected_quotient_test_loss,selected_realized_test_loss
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,0,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,1,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,2,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,3,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,4,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,5,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,6,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,7,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,8,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,9,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,10,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,11,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,12,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,13,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,14,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,15,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,16,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,17,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,18,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,19,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,20,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,21,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,22,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,23,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,24,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,25,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,26,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,27,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,28,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,29,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,30,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,31,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
openml_multiclass,openml-vehicle-54,multiclass,strength2_cross32,32,onehot_linear,0.2507593640937637,True,0.0,0.29486166177148304,0.29486166177148304
