panel,dataset,task,method,draw,selection_agreement,validation_quotient_regret,selected_quotient_test_loss,selected_realized_test_loss,family,mean_prediction_residual
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,0,True,0.0,0.17501843702600445,0.17501761875248806,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,1,True,0.0,0.17501843702600445,0.17501843702600445,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,2,True,0.0,0.17501843702600445,0.17501848446031798,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,3,True,0.0,0.17501843702600445,0.17501843702600445,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,4,True,0.0,0.17501843702600445,0.17501848446031798,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,5,True,0.0,0.17501843702600445,0.1750183897155724,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,6,True,0.0,0.17501843702600445,0.1750175713181745,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,7,True,0.0,0.17501843702600445,0.17501927064612705,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,8,True,0.0,0.17501843702600445,0.17501843702600445,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,9,True,0.0,0.17501843702600445,0.1750175713181745,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,10,True,0.0,0.17501843702600445,0.17501843702600445,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,11,True,0.0,0.17501843702600445,0.17501930549687794,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,12,True,0.0,0.17501843702600445,0.17501848446031798,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,13,True,0.0,0.17501843702600445,0.1750183897155724,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,14,True,0.0,0.17501843702600445,0.17501674315691756,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,15,True,0.0,0.17501843702600445,0.1750193529311915,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,16,True,0.0,0.17501843702600445,0.17501848446031798,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,17,True,0.0,0.17501843702600445,0.17501843702600445,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,18,True,0.0,0.17501843702600445,0.17501927064612705,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,19,True,0.0,0.17501843702600445,0.17501843702600445,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,20,True,0.0,0.17501843702600445,0.17501843702600445,pair32,
late_source_c_split,openml-adult-1590,binclass,disjoint_pair_mean32,21,True,0.0,0.17501843702600445,0.17501755885849338,pair32,
