dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,prediction_reused_due_to_coordinate_identity
credit-g,classification,controlled_mlp,1,Raw,representation,rbf_reference,-1,True,validation,0.48175201957646097,0.0,0.499293312896043,False
credit-g,classification,controlled_mlp,1,Raw,representation,rbf_reference,-1,True,test,0.4884530527264273,0.0,0.499293312896043,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m0,0,False,validation,0.4824385752884667,0.027308329204139,0.4628684669733047,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m0,0,False,test,0.49264469446118014,0.030027997664258493,0.4628684669733047,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m1,1,False,validation,0.4771972617011859,0.059558685885619855,0.4576837250497192,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m1,1,False,test,0.5086066982393836,0.06428756706981188,0.4576837250497192,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m2,2,False,validation,0.4793239693420757,0.06853305246794489,0.5563237520400435,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m2,2,False,test,0.5078265816988987,0.0711765680180015,0.5563237520400435,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m3,3,False,validation,0.48369432056068334,0.06067309082310037,0.4526925859972834,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m3,3,False,test,0.5027939838621779,0.06158203524062581,0.4526925859972834,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m4,4,False,validation,0.47626145557761196,0.06634218200382898,0.3750045751221478,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m4,4,False,test,0.5116305494157456,0.06817850966072136,0.3750045751221478,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m5,5,False,validation,0.48030407323739077,0.06403652928611349,0.5213480880483985,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m5,5,False,test,0.508949081318837,0.06787856125695299,0.5213480880483985,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m6,6,False,validation,0.4826222599279009,0.0320723157639264,0.3959250021725893,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m6,6,False,test,0.4898255326215797,0.030910778412789813,0.3959250021725893,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m7,7,False,validation,0.47664817926058606,0.028173941162715314,0.4376617011148482,False
credit-g,classification,controlled_mlp,1,Raw,representation,orthogonal_all__m7,7,False,test,0.4837331965222782,0.03270702022425148,0.4376617011148482,False
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__rbf_reference,-1,True,validation,0.47041970696476065,0.0,0.17814233712852,False
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__rbf_reference,-1,True,test,0.475680964032579,0.0,0.17814233712852,False
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m0,0,False,validation,0.47041970696476065,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m0,0,False,test,0.475680964032579,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m1,1,False,validation,0.47041970696476065,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m1,1,False,test,0.475680964032579,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m2,2,False,validation,0.47041970696476065,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m2,2,False,test,0.475680964032579,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m3,3,False,validation,0.47041970696476065,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m3,3,False,test,0.475680964032579,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m4,4,False,validation,0.47041970696476065,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m4,4,False,test,0.475680964032579,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m5,5,False,validation,0.47041970696476065,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m5,5,False,test,0.475680964032579,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m6,6,False,validation,0.47041970696476065,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m6,6,False,test,0.475680964032579,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m7,7,False,validation,0.47041970696476065,0.0,0.0,True
credit-g,classification,controlled_mlp,1,PCA,representation,pca__v1__orthogonal_all__m7,7,False,test,0.475680964032579,0.0,0.0,True
credit-g,classification,controlled_mlp,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__rbf_reference,-1,True,validation,0.4607718693743049,0.0,0.2564936759881675,False
credit-g,classification,controlled_mlp,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__rbf_reference,-1,True,test,0.5378818561288766,0.0,0.2564936759881675,False
credit-g,classification,controlled_mlp,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m0,0,False,validation,0.4607718693743049,0.0,0.0,True
credit-g,classification,controlled_mlp,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m0,0,False,test,0.5378818561288766,0.0,0.0,True
credit-g,classification,controlled_mlp,1,GramAnchor,representation,gram_anchor__pivot_tie_v2__orthogonal_all__m1,1,False,validation,0.4607718693743049,0.0,0.0,True
