dataset,problem_type,model,seed,method,track,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,prediction_reused_due_to_coordinate_identity
credit-g,classification,tabpfn_2_6,1,Raw,representation,rbf_reference,-1,True,validation,0.44340189885586556,0.0,1.023173295892775,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,rbf_reference,-1,True,test,0.48992911299470115,0.0,1.023173295892775,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m0,0,False,validation,0.4396646115395906,0.04272450121845068,1.185102738905698,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m0,0,False,test,0.4928038343531355,0.04176601172847763,1.185102738905698,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m1,1,False,validation,0.44072138470150773,0.04024477791311083,1.2074201898649335,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m1,1,False,test,0.49098426741478945,0.037565236153996186,1.2074201898649335,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m2,2,False,validation,0.4509511341968489,0.043940759118851515,1.3450700079556557,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m2,2,False,test,0.5000481918356107,0.0381569511024711,1.3450700079556557,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m3,3,False,validation,0.44621325991038335,0.0453742752947056,1.4127011150121689,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m3,3,False,test,0.49385316691995657,0.051140481841458106,1.4127011150121689,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m4,4,False,validation,0.45008989885562,0.05897377888331854,1.3638995788060129,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m4,4,False,test,0.4959954433083446,0.0516403834536258,1.3638995788060129,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m5,5,False,validation,0.45455471483298726,0.04923968606029283,6.775802811840549,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m5,5,False,test,0.49801308104135905,0.04618294648786835,6.775802811840549,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m6,6,False,validation,0.43684535548975456,0.04173016544193858,9.697845094837248,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m6,6,False,test,0.4943882512123764,0.045107670638367924,9.697845094837248,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m7,7,False,validation,0.43532809785812693,0.036515291967287346,8.563533043023199,False
credit-g,classification,tabpfn_2_6,1,Raw,representation,orthogonal_all__m7,7,False,test,0.4887104563266331,0.03292661069042478,8.563533043023199,False
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__rbf_reference,-1,True,validation,0.42991909792275484,0.0,0.24865899397991598,False
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__rbf_reference,-1,True,test,0.499823718450574,0.0,0.24865899397991598,False
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m0,0,False,validation,0.42991909792275484,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m0,0,False,test,0.499823718450574,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m1,1,False,validation,0.42991909792275484,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m1,1,False,test,0.499823718450574,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m2,2,False,validation,0.42991909792275484,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m2,2,False,test,0.499823718450574,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m3,3,False,validation,0.42991909792275484,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m3,3,False,test,0.499823718450574,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m4,4,False,validation,0.42991909792275484,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m4,4,False,test,0.499823718450574,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m5,5,False,validation,0.42991909792275484,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m5,5,False,test,0.499823718450574,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m6,6,False,validation,0.42991909792275484,0.0,0.0,True
credit-g,classification,tabpfn_2_6,1,PCA,representation,pca__v1__orthogonal_all__m6,6,False,test,0.499823718450574,0.0,0.0,True
