panel,dataset,problem_type,model,seed,method,family,split,alpha,selected_alpha,invariant_feature_fraction,raw_fallback,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,inference_passes,inference_multiplier,raw_task_error,method_task_error,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive,tau,selected_candidate,selection_key,selected_features,selected_blocks,invariant_dimension_fraction,input_dimension,raw_input_dimension,input_dimension_ratio,fit_seconds,predict_seconds
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,Raw,fixed,validation,0.0,0.0,,True,0.03559139007868635,0.03559139007868635,0.04059992660162511,0.0,1,1.0,1.0517667732463898,1.0517667732463898,1.0517667732463898,1.0517667732463898,4.448316277064724,0.0,0.0,3.3965495038183344,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,Raw,fixed,test,0.0,0.0,,True,0.03691813763213605,0.03691813763213605,0.0405830258733607,0.0,1,1.0,1.0512728540518608,1.0512728540518608,1.0512728540518608,1.0512728540518608,4.3739142822513895,0.0,0.0,3.3226414281995287,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,Raw+Gram@0.5,fixed,validation,0.5,0.5,,False,0.03559139007868635,0.017795695039343175,0.020299963300812553,0.5,2,2.0,1.0517667732463898,1.0399612202634303,1.0517667732463898,1.0399612202634303,4.448316277064724,-0.011805552982959489,-0.011224496992351637,3.3965495038183344,-0.0034757488356015175,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,Raw+Gram@0.5,fixed,test,0.5,0.5,,False,0.03691813763213605,0.018459068816068028,0.02029151293668035,0.4999999999999999,2,2.0,1.0512728540518608,1.0465052144994502,1.0512728540518608,1.0465052144994502,4.3739142822513895,-0.004767639552410552,-0.00453511144517326,3.3226414281995287,-0.0014348943921384976,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,Raw+Gram@0.75,fixed,validation,0.75,0.75,,False,0.03559139007868635,0.008897847519671587,0.010149981650406276,0.75,2,2.0,1.0517667732463898,1.0357253406321723,1.0517667732463898,1.0357253406321723,4.448316277064724,-0.016041432614217532,-0.01525189141001664,3.3965495038183344,-0.004722861420445681,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,Raw+Gram@0.75,fixed,test,0.75,0.75,,False,0.03691813763213605,0.009229534408034017,0.010145756468340181,0.7499999999999998,2,2.0,1.0512728540518608,1.0459487249575465,1.0512728540518608,1.0459487249575465,4.3739142822513895,-0.005324129094314234,-0.005064459786813431,3.3226414281995287,-0.0016023784718771988,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,PureGram,fixed,validation,1.0,1.0,,False,0.03559139007868635,0.0,0.0,1.0,1,1.0,1.0517667732463898,1.0326201555937433,1.0517667732463898,1.0326201555937433,4.448316277064724,-0.01914661765264647,-0.018204242746277677,3.3965495038183344,-0.005637078932935385,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,PureGram,fixed,test,1.0,1.0,,False,0.03691813763213605,0.0,0.0,1.0,1,1.0,1.0512728540518608,1.0466144644744855,1.0512728540518608,1.0466144644744855,4.3739142822513895,-0.004658389577375299,-0.004431189828045816,3.3226414281995287,-0.0014020139332036154,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,GuardedGram-G2-g0p0-t01,G2,validation,0.75,0.75,,False,0.03559139007868635,0.008897847519671587,0.010149981650406276,0.75,2,2.0,1.0517667732463898,1.0357253406321723,1.0517667732463898,1.0357253406321723,4.448316277064724,-0.016041432614217532,-0.01525189141001664,3.3965495038183344,-0.004722861420445681,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,GuardedGram-G2-g0p0-t01,G2,test,0.75,0.75,,False,0.03691813763213605,0.009229534408034017,0.010145756468340181,0.7499999999999998,2,2.0,1.0512728540518608,1.0459487249575465,1.0512728540518608,1.0459487249575465,4.3739142822513895,-0.005324129094314234,-0.005064459786813431,3.3226414281995287,-0.0016023784718771988,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,SafeGram-t01,safety_reference,validation,1.0,1.0,,False,0.03559139007868635,0.0,0.0,1.0,1,1.0,1.0517667732463898,1.0326201555937433,1.0517667732463898,1.0326201555937433,4.448316277064724,-0.01914661765264647,-0.018204242746277677,3.3965495038183344,-0.005637078932935385,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,SafeGram-t01,safety_reference,test,1.0,1.0,,False,0.03691813763213605,0.0,0.0,1.0,1,1.0,1.0512728540518608,1.0466144644744855,1.0512728540518608,1.0466144644744855,4.3739142822513895,-0.004658389577375299,-0.004431189828045816,3.3226414281995287,-0.0014020139332036154,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,SafeRankGram-t01,safety_reference,validation,1.0,1.0,,False,0.03559139007868635,0.0,0.0,1.0,1,1.0,1.0517667732463898,1.0195689151442802,1.0517667732463898,1.0195689151442802,4.448316277064724,-0.03219785810210962,-0.030613115874280297,3.3965495038183344,-0.009479578632937169,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,SafeRankGram-t01,safety_reference,test,1.0,1.0,,False,0.03691813763213605,0.0,0.0,1.0,1,1.0,1.0512728540518608,1.0386304342464274,1.0512728540518608,1.0386304342464274,4.3739142822513895,-0.012642419805433347,-0.01202582160921058,3.3226414281995287,-0.003804930528505453,False,,,,,,,,,,,
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,BlockGuard-Greedy-t01,BlockGuard-Greedy,validation,,,1.0,False,0.03559139007868635,0.0,0.0,1.0,1,1.0,1.0517667732463898,1.0326201555937433,1.0517667732463898,1.0326201555937433,4.448316277064724,-0.01914661765264647,-0.018204242746277677,3.3965495038183344,-0.005637078932935385,False,0.01,stage_8,n10__953aad1954bd4662,"[""x1"",""x10"",""x2"",""x3"",""x4"",""x5"",""x6"",""x7"",""x8"",""x9""]",10.0,1.0,160.0,80.0,2.0,0.0,0.0
guarded_new_untouched_prospective,2dplanes,regression,catboost,1,BlockGuard-Greedy-t01,BlockGuard-Greedy,test,,,1.0,False,0.03691813763213605,0.0,0.0,1.0,1,1.0,1.0512728540518608,1.0466144644744855,1.0512728540518608,1.0466144644744855,4.3739142822513895,-0.004658389577375299,-0.004431189828045816,3.3226414281995287,-0.0014020139332036154,False,0.01,stage_8,n10__953aad1954bd4662,"[""x1"",""x10"",""x2"",""x3"",""x4"",""x5"",""x6"",""x7"",""x8"",""x9""]",10.0,1.0,160.0,80.0,2.0,0.0,0.0
