panel,dataset,problem_type,model,seed,method,family,split,tau,selected_candidate,selection_key,selected_features,selected_blocks,invariant_feature_fraction,invariant_dimension_fraction,raw_fallback,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,inference_passes,input_dimension,raw_input_dimension,input_dimension_ratio,fit_seconds,predict_seconds,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive
guarded_development,phoneme,classification,catboost,0,BlockGuard-Grouped-t0,BlockGuard-Grouped,validation,0.0,all_except_dangerous_gram,n4__4059b573d8dface2,"[""V2"",""V3"",""V4"",""V5""]",4,0.8,0.8,False,0.07941607921122987,0.05097347918566135,0.056809669337765024,0.3581466160009896,1,72,40,1.8,1.4334902330301702,0.0012941372115164995,0.26336398579293674,0.26233700042095387,0.6047907936193666,-0.0010269853719828692,-0.00389949054306275,0.34142680782642987,-0.003007922484238422,False
guarded_development,phoneme,classification,catboost,0,BlockGuard-Grouped-t0,BlockGuard-Grouped,test,0.0,all_except_dangerous_gram,n4__4059b573d8dface2,"[""V2"",""V3"",""V4"",""V5""]",4,0.8,0.8,False,0.08388957298609948,0.05375426420725067,0.05867880609456334,0.3592259169544495,1,72,40,1.8,1.4334902330301702,0.0012941372115164995,0.29941843953678904,0.3058777969098071,0.6047907936193667,0.00645935737301806,0.021573011278166153,0.3053723540825777,0.021152397349209102,False
guarded_development,phoneme,classification,catboost,0,BlockGuard-Grouped-t005,BlockGuard-Grouped,validation,0.005,all_except_dangerous_gram,n4__4059b573d8dface2,"[""V2"",""V3"",""V4"",""V5""]",4,0.8,0.8,False,0.07941607921122987,0.05097347918566135,0.056809669337765024,0.3581466160009896,1,72,40,1.8,1.4334902330301702,0.0012941372115164995,0.26336398579293674,0.26233700042095387,0.6047907936193666,-0.0010269853719828692,-0.00389949054306275,0.34142680782642987,-0.003007922484238422,False
guarded_development,phoneme,classification,catboost,0,BlockGuard-Grouped-t005,BlockGuard-Grouped,test,0.005,all_except_dangerous_gram,n4__4059b573d8dface2,"[""V2"",""V3"",""V4"",""V5""]",4,0.8,0.8,False,0.08388957298609948,0.05375426420725067,0.05867880609456334,0.3592259169544495,1,72,40,1.8,1.4334902330301702,0.0012941372115164995,0.29941843953678904,0.3058777969098071,0.6047907936193667,0.00645935737301806,0.021573011278166153,0.3053723540825777,0.021152397349209102,False
guarded_development,phoneme,classification,catboost,0,BlockGuard-Grouped-t01,BlockGuard-Grouped,validation,0.01,all_except_dangerous_gram,n4__4059b573d8dface2,"[""V2"",""V3"",""V4"",""V5""]",4,0.8,0.8,False,0.07941607921122987,0.05097347918566135,0.056809669337765024,0.3581466160009896,1,72,40,1.8,1.4334902330301702,0.0012941372115164995,0.26336398579293674,0.26233700042095387,0.6047907936193666,-0.0010269853719828692,-0.00389949054306275,0.34142680782642987,-0.003007922484238422,False
guarded_development,phoneme,classification,catboost,0,BlockGuard-Grouped-t01,BlockGuard-Grouped,test,0.01,all_except_dangerous_gram,n4__4059b573d8dface2,"[""V2"",""V3"",""V4"",""V5""]",4,0.8,0.8,False,0.08388957298609948,0.05375426420725067,0.05867880609456334,0.3592259169544495,1,72,40,1.8,1.4334902330301702,0.0012941372115164995,0.29941843953678904,0.3058777969098071,0.6047907936193667,0.00645935737301806,0.021573011278166153,0.3053723540825777,0.021152397349209102,False
guarded_development,phoneme,classification,catboost,0,BlockGuard-Grouped-t02,BlockGuard-Grouped,validation,0.02,all_gram,n5__77285454bf7ec26d,"[""V1"",""V2"",""V3"",""V4"",""V5""]",5,1.0,1.0,False,0.07941607921122987,0.0,0.0,1.0,1,80,40,2.0,0.0,0.0,0.26336398579293674,0.2698255284844683,0.6047907936193666,0.006461542691531541,0.02453464801604182,0.34142680782642987,0.01892511819053288,False
guarded_development,phoneme,classification,catboost,0,BlockGuard-Grouped-t02,BlockGuard-Grouped,test,0.02,all_gram,n5__77285454bf7ec26d,"[""V1"",""V2"",""V3"",""V4"",""V5""]",5,1.0,1.0,False,0.08388957298609948,0.0,0.0,1.0,1,80,40,2.0,0.0,0.0,0.29941843953678904,0.2969596577289334,0.6047907936193667,-0.0024587818078556367,-0.008211858333305923,0.3053723540825777,-0.008051749855491968,False
guarded_development,phoneme,classification,catboost,0,BlockGuard-Greedy-t0,BlockGuard-Greedy,validation,0.0,stage_1,n1__0715451ffae0ee40,"[""V5""]",1,0.2,0.2,False,0.07941607921122987,0.07059559456606929,0.07460097978902248,0.11106673526024835,1,48,40,1.2,0.9690576458815485,0.002772388979792595,0.26336398579293674,0.25740365191440473,0.6047907936193666,-0.005960333878532009,-0.022631544934234745,0.34142680782642987,-0.01745713500494093,False
guarded_development,phoneme,classification,catboost,0,BlockGuard-Greedy-t0,BlockGuard-Greedy,test,0.0,stage_1,n1__0715451ffae0ee40,"[""V5""]",1,0.2,0.2,False,0.08388957298609948,0.0647632895367051,0.07131529508056057,0.227993572604829,1,48,40,1.2,0.9690576458815485,0.002772388979792595,0.29941843953678904,0.30353692373859786,0.6047907936193667,0.004118484201808825,0.01375494511353498,0.3053723540825777,0.013486761806522668,False
