absolute_task_difference,dataset,denominator_sensitive,disagreement_reduction,family,fit_seconds,inference_passes,input_dimension,input_dimension_ratio,invariant_dimension_fraction,invariant_feature_fraction,maximum_method_disagreement,method,method_disagreement,method_loss,model,normalized_excess_risk,panel,predict_seconds,problem_type,raw_disagreement,raw_fallback,raw_input_dimension,raw_loss,relative_task_difference,safety_denominator,seed,selected_blocks,selected_candidate,selected_features,selection_key,split,tau,trivial_loss
0.0,steel-plates-fault,False,0.0,BlockGuard-Grouped,0.0,1,211,1.0,0.0,0.0,0.03964252166224692,BlockGuard-Grouped-t0,0.010918418126008255,2.678164835674249e-05,controlled_mlp,0.0,guarded_development,0.0,classification,0.010918418126008255,True,211,2.678164835674249e-05,0.0,0.6459590032295097,0,0,raw_only,[],n0__4f53cda18c2baa0c,validation,0.0,0.6459857848778665
0.0,steel-plates-fault,False,0.0,BlockGuard-Grouped,0.0,1,211,1.0,0.0,0.0,0.041265503766362524,BlockGuard-Grouped-t0,0.014531851562611262,2.29065532434954e-05,controlled_mlp,0.0,guarded_development,0.0,classification,0.014531851562611262,True,211,2.29065532434954e-05,0.0,0.6455747271908081,0,0,raw_only,[],n0__4f53cda18c2baa0c,test,0.0,0.6455976337440515
0.0,steel-plates-fault,False,0.0,BlockGuard-Grouped,0.0,1,211,1.0,0.0,0.0,0.03964252166224692,BlockGuard-Grouped-t005,0.010918418126008255,2.678164835674249e-05,controlled_mlp,0.0,guarded_development,0.0,classification,0.010918418126008255,True,211,2.678164835674249e-05,0.0,0.6459590032295097,0,0,raw_only,[],n0__4f53cda18c2baa0c,validation,0.005,0.6459857848778665
0.0,steel-plates-fault,False,0.0,BlockGuard-Grouped,0.0,1,211,1.0,0.0,0.0,0.041265503766362524,BlockGuard-Grouped-t005,0.014531851562611262,2.29065532434954e-05,controlled_mlp,0.0,guarded_development,0.0,classification,0.014531851562611262,True,211,2.29065532434954e-05,0.0,0.6455747271908081,0,0,raw_only,[],n0__4f53cda18c2baa0c,test,0.005,0.6455976337440515
0.0,steel-plates-fault,False,0.0,BlockGuard-Grouped,0.0,1,211,1.0,0.0,0.0,0.03964252166224692,BlockGuard-Grouped-t01,0.010918418126008255,2.678164835674249e-05,controlled_mlp,0.0,guarded_development,0.0,classification,0.010918418126008255,True,211,2.678164835674249e-05,0.0,0.6459590032295097,0,0,raw_only,[],n0__4f53cda18c2baa0c,validation,0.01,0.6459857848778665
0.0,steel-plates-fault,False,0.0,BlockGuard-Grouped,0.0,1,211,1.0,0.0,0.0,0.041265503766362524,BlockGuard-Grouped-t01,0.014531851562611262,2.29065532434954e-05,controlled_mlp,0.0,guarded_development,0.0,classification,0.014531851562611262,True,211,2.29065532434954e-05,0.0,0.6455747271908081,0,0,raw_only,[],n0__4f53cda18c2baa0c,test,0.01,0.6455976337440515
0.007445406815620881,steel-plates-fault,False,-4.7782596827386605,BlockGuard-Grouped,0.2631846619769931,1,259,1.2274881516587677,0.25,0.25,0.07608930312364215,BlockGuard-Grouped-t02,0.0630894552567965,0.007472188463977623,controlled_mlp,0.011526129024283484,guarded_development,0.0012607891112565994,classification,0.010918418126008255,False,211,2.678164835674249e-05,278.0040539867084,0.6459590032295097,0,6,very_safe_gram,"[""V1"",""V10"",""V15"",""V25"",""V26"",""V27""]",n6__97c3f3a163fe6834,validation,0.02,0.6459857848778665
0.014122958695757144,steel-plates-fault,False,-4.9493675546705465,BlockGuard-Grouped,0.2631846619769931,1,259,1.2274881516587677,0.25,0.25,0.11598652349603616,BlockGuard-Grouped-t02,0.08645532619588792,0.01414586524900064,controlled_mlp,0.02187656688051067,guarded_development,0.0012607891112565994,classification,0.014531851562611262,False,211,2.29065532434954e-05,616.5466513285902,0.6455747271908081,0,6,very_safe_gram,"[""V1"",""V10"",""V15"",""V25"",""V26"",""V27""]",n6__97c3f3a163fe6834,test,0.02,0.6455976337440515
0.0,steel-plates-fault,False,0.0,BlockGuard-Greedy,0.0,1,211,1.0,0.0,0.0,0.03964252166224692,BlockGuard-Greedy-t0,0.010918418126008255,2.678164835674249e-05,controlled_mlp,0.0,guarded_development,0.0,classification,0.010918418126008255,True,211,2.678164835674249e-05,0.0,0.6459590032295097,0,0,stage_0_raw,[],n0__4f53cda18c2baa0c,validation,0.0,0.6459857848778665
0.0,steel-plates-fault,False,0.0,BlockGuard-Greedy,0.0,1,211,1.0,0.0,0.0,0.041265503766362524,BlockGuard-Greedy-t0,0.014531851562611262,2.29065532434954e-05,controlled_mlp,0.0,guarded_development,0.0,classification,0.014531851562611262,True,211,2.29065532434954e-05,0.0,0.6455747271908081,0,0,stage_0_raw,[],n0__4f53cda18c2baa0c,test,0.0,0.6455976337440515
