panel,dataset,problem_type,model,seed,method,family,split,alpha,selected_alpha,invariant_feature_fraction,raw_fallback,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,inference_passes,inference_multiplier,raw_task_error,method_task_error,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive,tau,selected_candidate,selection_key,selected_features,selected_blocks,invariant_dimension_fraction,input_dimension,raw_input_dimension,input_dimension_ratio,fit_seconds,predict_seconds
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,Raw,fixed,validation,0.0,0.0,,True,0.04031207852323676,0.04031207852323676,0.047015859552457163,0.0,1,1.0,0.29443532994275223,0.29443532994275223,0.29443532994275223,0.29443532994275223,0.6328428307500614,0.0,0.0,0.3384075008073092,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,Raw,fixed,test,0.0,0.0,,True,0.04175242113716372,0.04175242113716372,0.048684578010066155,0.0,1,1.0,0.3009351697588734,0.3009351697588734,0.3009351697588734,0.3009351697588734,0.6328428307500614,0.0,0.0,0.331907660991188,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,Raw+Gram@0.5,fixed,validation,0.5,0.5,,False,0.04031207852323676,0.02015603929810936,0.023507929825558875,0.4999999990947879,2,2.0,0.29443532994275223,0.292292944814882,0.29443532994275223,0.292292944814882,0.6328428307500614,-0.002142385127870239,-0.0072762501982584354,0.3384075008073092,-0.006330784993711244,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,Raw+Gram@0.5,fixed,test,0.5,0.5,,False,0.04175242113716372,0.02087621057985193,0.024342289006521464,0.4999999997300739,2,2.0,0.3009351697588734,0.30124869807913296,0.3009351697588734,0.30124869807913296,0.6328428307500614,0.00031352832025954847,0.0010418467223713512,0.331907660991188,0.0009446251385799513,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,Raw+Gram@0.75,fixed,validation,0.75,0.75,,False,0.04031207852323676,0.01007801965817744,0.011753964925112024,0.7499999993210906,2,2.0,0.29443532994275223,0.29694637766323506,0.29443532994275223,0.29694637766323506,0.6328428307500614,0.0025110477204828285,0.008528350592203244,0.3384075008073092,0.007420189311680272,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,Raw+Gram@0.75,fixed,test,0.75,0.75,,False,0.04175242113716372,0.010438105292743496,0.012171144503632846,0.749999999797555,2,2.0,0.3009351697588734,0.3071727342135596,0.3009351697588734,0.3071727342135596,0.6328428307500614,0.006237564454686206,0.02072726979596337,0.331907660991188,0.018793071651491078,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,PureGram,fixed,validation,1.0,1.0,,False,0.04031207852323676,0.0,0.0,1.0,1,1.0,0.29443532994275223,0.3071591512787124,0.29443532994275223,0.3071591512787124,0.6328428307500614,0.012723821335960173,0.04321431581744655,0.3384075008073092,0.03759911144287897,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,PureGram,fixed,test,1.0,1.0,,False,0.04175242113716372,0.0,0.0,1.0,1,1.0,0.3009351697588734,0.3225782267314,0.3009351697588734,0.3225782267314,0.6328428307500614,0.02164305697252661,0.07191933395444697,0.331907660991188,0.06520806693010084,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,GuardedGram-G2-g0p0-t01,G2,validation,0.75,0.75,,False,0.04031207852323676,0.01007801965817744,0.011753964925112024,0.7499999993210906,2,2.0,0.29443532994275223,0.29694637766323506,0.29443532994275223,0.29694637766323506,0.6328428307500614,0.0025110477204828285,0.008528350592203244,0.3384075008073092,0.007420189311680272,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,GuardedGram-G2-g0p0-t01,G2,test,0.75,0.75,,False,0.04175242113716372,0.010438105292743496,0.012171144503632846,0.749999999797555,2,2.0,0.3009351697588734,0.3071727342135596,0.3009351697588734,0.3071727342135596,0.6328428307500614,0.006237564454686206,0.02072726979596337,0.331907660991188,0.018793071651491078,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,SafeGram-t01,safety_reference,validation,0.0,0.0,,True,0.04031207852323676,0.04031207852323676,0.047015859552457163,0.0,1,1.0,0.29443532994275223,0.29443532994275223,0.29443532994275223,0.29443532994275223,0.6328428307500614,0.0,0.0,0.3384075008073092,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,SafeGram-t01,safety_reference,test,0.0,0.0,,True,0.04175242113716372,0.04175242113716372,0.048684578010066155,0.0,1,1.0,0.3009351697588734,0.3009351697588734,0.3009351697588734,0.3009351697588734,0.6328428307500614,0.0,0.0,0.331907660991188,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,SafeRankGram-t01,safety_reference,validation,0.0,0.0,,True,0.04031207852323676,0.04031207852323676,0.047015859552457163,0.0,1,1.0,0.29443532994275223,0.29443532994275223,0.29443532994275223,0.29443532994275223,0.6328428307500614,0.0,0.0,0.3384075008073092,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,SafeRankGram-t01,safety_reference,test,0.0,0.0,,True,0.04175242113716372,0.04175242113716372,0.048684578010066155,0.0,1,1.0,0.3009351697588734,0.3009351697588734,0.3009351697588734,0.3009351697588734,0.6328428307500614,0.0,0.0,0.331907660991188,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,BlockGuard-Greedy-t01,BlockGuard-Greedy,validation,,,0.75,False,0.04031207852323676,0.015205399233614927,0.021799177844551036,0.6228078583234005,1,1.0,0.29443532994275223,0.2858706838601448,0.29443532994275223,0.2858706838601448,0.6328428307500614,-0.00856464608260743,-0.02908837768983999,0.3384075008073092,-0.02530867685312974,False,0.01,stage_3,n3__6740ce22793d2ebd,"[""id"",""size"",""start""]",3.0,0.75,58.0,34.0,1.7058823529411764,0.3885365661699325,0.005515639903023839
guarded_new_untouched_prospective,mozilla4,classification,controlled_mlp,1,BlockGuard-Greedy-t01,BlockGuard-Greedy,test,,,0.75,False,0.04175242113716372,0.017370907214682468,0.022874610651954876,0.5839544931390657,1,1.0,0.3009351697588734,0.3132374765471087,0.3009351697588734,0.3132374765471087,0.6328428307500614,0.012302306788235295,0.04088025603020282,0.331907660991188,0.03706544992512817,False,0.01,stage_3,n3__6740ce22793d2ebd,"[""id"",""size"",""start""]",3.0,0.75,58.0,34.0,1.7058823529411764,0.3885365661699325,0.005515639903023839
