dataset,problem_type,model,seed,feature,feature_index,empirical_rank,block_dimension,spectrum_entropy,largest_nonzero_singular_value,smallest_nonzero_singular_value,condition_proxy,mean_gram_diagonal,embedding_type,raw_input_block_orbit_relative_frobenius,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive,raw_one_block_orbit_disagreement,basis_disagreement_benefit,gram_one_block_validation_loss,gram_one_block_fit_seconds,raw_one_block_fit_seconds,selection_split
JapaneseVowels,classification,tabpfn_2_6,0,utterance,0,8,8,1.213618317140727,27.78745912711334,0.6976959134177584,39.82746436193483,1.455515606458623,RBF,1.3533893541738782,0.1051191500660956,0.08184575446081327,2.1716603605486386,-0.023273395605282327,-0.22140015012154066,2.066541210482543,-0.011262004109682346,False,0.012622872911314795,0.012622872911314795,0.08184575446081327,1.513032949063927,12.715355373220518,validation_only
JapaneseVowels,classification,tabpfn_2_6,0,frame,1,8,8,1.2978019771780136,25.287267269161294,1.1248466966160293,22.480634334647647,1.408899801633419,RBF,1.4193910779092902,0.1051191500660956,0.09389824301307621,2.1716603605486386,-0.011220907053019383,-0.10674465162593144,2.066541210482543,-0.005429800768598885,False,0.017780456223979613,0.017780456223979613,0.09389824301307621,1.6848109860438854,12.899504601024091,validation_only
JapaneseVowels,classification,tabpfn_2_6,0,coefficient1,2,8,8,1.0856311346250151,30.22199569767133,0.7401245205524745,40.833663604486134,1.574410082517652,RBF,1.3275763924492119,0.1051191500660956,0.1045480646160368,2.1716603605486386,-0.0005710854500587947,-0.005432744173632628,2.066541210482543,-0.0002763484450065454,False,0.029448204506008033,0.029448204506008033,0.1045480646160368,1.7223322100471705,12.432931192684919,validation_only
JapaneseVowels,classification,tabpfn_2_6,0,coefficient2,3,8,8,1.0138155046917954,31.533301878503593,0.5860140294431524,53.809807093641524,1.5471873546180082,RBF,1.3930544959636664,0.1051191500660956,0.09599755964002087,2.1716603605486386,-0.00912159042607473,-0.08677382208987955,2.066541210482543,-0.0044139407333400405,False,0.035013921540368274,0.035013921540368274,0.09599755964002087,1.5359797519631684,12.549049142980948,validation_only
JapaneseVowels,classification,tabpfn_2_6,0,coefficient3,4,8,8,1.0754563710626148,29.772103297100486,0.805147584012976,36.977200066491996,1.4686668771417977,RBF,1.3522082980306582,0.1051191500660956,0.10854854766272932,2.1716603605486386,0.0034293975966337292,0.0326239091019803,2.066541210482543,0.0016594866723383445,False,0.03263759023766606,0.03263759023766606,0.10854854766272932,1.3661990850232542,11.562281374586746,validation_only
JapaneseVowels,classification,tabpfn_2_6,0,coefficient4,5,8,8,1.071715374268797,31.855070616002976,0.45780455648612123,69.58224894157141,1.6433019337811103,RBF,1.4084669491142792,0.1051191500660956,0.10710209402838389,2.1716603605486386,0.0019829439622882916,0.018863774688450956,2.066541210482543,0.000959547262948252,False,0.020171780356763928,0.020171780356763928,0.10710209402838389,1.9516257571522146,12.666189673822373,validation_only
JapaneseVowels,classification,tabpfn_2_6,0,coefficient5,6,8,8,1.0093899154739436,32.64273413133987,0.42154161410684826,77.43656388587512,1.623713606820103,RBF,1.2962390157235093,0.1051191500660956,0.09850359732873619,2.1716603605486386,-0.006615552737359406,-0.06293384919112983,2.066541210482543,-0.003201268236898434,False,0.020750014009580972,0.020750014009580972,0.09850359732873619,1.5321351499296725,12.134127870434895,validation_only
JapaneseVowels,classification,tabpfn_2_6,0,coefficient6,7,8,8,1.0622272219824884,30.40305843870588,0.7580316852160627,40.107899223289145,1.4833074042081595,RBF,1.4205078475806088,0.1051191500660956,0.09504594902029104,2.1716603605486386,-0.010073201045804558,-0.09582650772452829,2.066541210482543,-0.0048744254383644445,False,0.020948665753204122,0.020948665753204122,0.09504594902029104,1.62116584694013,11.311082817614079,validation_only
JapaneseVowels,classification,tabpfn_2_6,0,coefficient7,8,8,8,1.073100800756409,29.581936240709503,0.7917790697155304,37.36135163479084,1.4405204785262518,RBF,1.4001189797728892,0.1051191500660956,0.08530467539489471,2.1716603605486386,-0.019814474671200885,-0.18849538508199667,2.066541210482543,-0.00958823108423478,False,0.016514286234045442,0.016514286234045442,0.08530467539489471,1.3570317230187356,11.395834767492488,validation_only
JapaneseVowels,classification,tabpfn_2_6,0,coefficient8,9,8,8,1.115610885557113,29.662644113709263,0.8751421116481095,33.894659757427455,1.451914406499124,RBF,1.3627908491065064,0.1051191500660956,0.09627323698989027,2.1716603605486386,-0.00884591307620533,-0.08415129946012026,2.066541210482543,-0.0042805403692577635,False,0.03552887745401778,0.03552887745401778,0.09627323698989027,1.400811015162617,12.561215043533593,validation_only
