panel,dataset,problem_type,model,seed,method,family,split,alpha,selected_alpha,invariant_feature_fraction,raw_fallback,raw_disagreement,method_disagreement,maximum_method_disagreement,disagreement_reduction,inference_passes,inference_multiplier,raw_task_error,method_task_error,raw_loss,method_loss,trivial_loss,absolute_task_difference,relative_task_difference,safety_denominator,normalized_excess_risk,denominator_sensitive,tau,selected_candidate,selection_key,selected_features,selected_blocks,invariant_dimension_fraction,input_dimension,raw_input_dimension,input_dimension_ratio,fit_seconds,predict_seconds
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,Raw,fixed,validation,0.0,0.0,,True,0.08698525875006188,0.08698525875006188,0.12057484761356257,0.0,1,1.0,0.30509555652736936,0.30509555652736936,0.30509555652736936,0.30509555652736936,1.0985143048053567,0.0,0.0,0.7934187482779873,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,Raw,fixed,test,0.0,0.0,,True,0.08748104092050524,0.08748104092050524,0.12775110366713086,0.0,1,1.0,0.3350053047248538,0.3350053047248538,0.3350053047248538,0.3350053047248538,1.0985714006966874,0.0,0.0,0.7635660959718336,0.0,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,Raw+Gram@0.5,fixed,validation,0.5,0.5,,False,0.08698525875006188,0.04349262932987325,0.0602874238686602,0.5000000005191418,2,2.0,0.30509555652736936,0.29877564664770123,0.30509555652736936,0.29877564664770123,1.0985143048053567,-0.0063199098796681286,-0.02071452613601465,0.7934187482779873,-0.00796541535397881,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,Raw+Gram@0.5,fixed,test,0.5,0.5,,False,0.08748104092050524,0.04374052040246719,0.06387555176440547,0.5000000006605481,2,2.0,0.3350053047248538,0.3355295457113278,0.3350053047248538,0.3355295457113278,1.0985714006966874,0.0005242409864740227,0.0015648736873124793,0.7635660959718336,0.0006865692298802132,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,Raw+Gram@0.75,fixed,validation,0.75,0.75,,False,0.08698525875006188,0.02174631465364723,0.03014371194979986,0.7500000003893561,2,2.0,0.30509555652736936,0.2975372929187866,0.30509555652736936,0.2975372929187866,1.0985143048053567,-0.007558263608582749,-0.02477343064124474,0.7934187482779873,-0.009526197389445337,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,Raw+Gram@0.75,fixed,test,0.75,0.75,,False,0.08748104092050524,0.02187026018678726,0.031937775864912775,0.7500000004954108,2,2.0,0.3350053047248538,0.33745160017367676,0.3350053047248538,0.33745160017367676,1.0985714006966874,0.002446295448822966,0.007302258842832816,0.7635660959718336,0.0032037769378817534,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,PureGram,fixed,validation,1.0,1.0,,False,0.08698525875006188,0.0,0.0,1.0,1,1.0,0.30509555652736936,0.2973852287971096,0.30509555652736936,0.2973852287971096,1.0985143048053567,-0.007710327730259758,-0.02527184537860709,0.7934187482779873,-0.009717854218839707,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,PureGram,fixed,test,1.0,1.0,,False,0.08748104092050524,0.0,0.0,1.0,1,1.0,0.3350053047248538,0.3404874229305995,0.3350053047248538,0.3404874229305995,1.0985714006966874,0.005482118205745734,0.016364272829196846,0.7635660959718336,0.0071796249658889495,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,GuardedGram-G2-g0p0-t01,G2,validation,0.75,0.75,,False,0.08698525875006188,0.02174631465364723,0.03014371194979986,0.7500000003893561,2,2.0,0.30509555652736936,0.2975372929187866,0.30509555652736936,0.2975372929187866,1.0985143048053567,-0.007558263608582749,-0.02477343064124474,0.7934187482779873,-0.009526197389445337,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,GuardedGram-G2-g0p0-t01,G2,test,0.75,0.75,,False,0.08748104092050524,0.02187026018678726,0.031937775864912775,0.7500000004954108,2,2.0,0.3350053047248538,0.33745160017367676,0.3350053047248538,0.33745160017367676,1.0985714006966874,0.002446295448822966,0.007302258842832816,0.7635660959718336,0.0032037769378817534,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,SafeGram-t01,safety_reference,validation,1.0,1.0,,False,0.08698525875006188,0.0,0.0,1.0,1,1.0,0.30509555652736936,0.2973852287971096,0.30509555652736936,0.2973852287971096,1.0985143048053567,-0.007710327730259758,-0.02527184537860709,0.7934187482779873,-0.009717854218839707,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,SafeGram-t01,safety_reference,test,1.0,1.0,,False,0.08748104092050524,0.0,0.0,1.0,1,1.0,0.3350053047248538,0.3404874229305995,0.3350053047248538,0.3404874229305995,1.0985714006966874,0.005482118205745734,0.016364272829196846,0.7635660959718336,0.0071796249658889495,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,SafeRankGram-t01,safety_reference,validation,0.25,0.25,,False,0.08698525875006188,0.06523894408202761,0.09043113575169073,0.24999999977604015,2,2.0,0.30509555652736936,0.30753882625397544,0.30509555652736936,0.30753882625397544,1.0985143048053567,0.0024432697266060788,0.00800821144173858,0.7934187482779873,0.003079420207688411,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,SafeRankGram-t01,safety_reference,test,0.25,0.25,,False,0.08748104092050524,0.06561078060054855,0.09581332768205363,0.2500000010268554,2,2.0,0.3350053047248538,0.33901316130967835,0.3350053047248538,0.33901316130967835,1.0985714006966874,0.004007856584824554,0.011963561556484256,0.7635660959718336,0.005248866608886725,False,,,,,,,,,,,
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,BlockGuard-Greedy-t01,BlockGuard-Greedy,validation,,,0.0,True,0.08698525875006188,0.08698525875006188,0.12057484761356257,0.0,1,1.0,0.30509555652736936,0.30509555652736936,0.30509555652736936,0.30509555652736936,1.0985143048053567,0.0,0.0,0.7934187482779873,0.0,False,0.01,stage_0_raw,n0__4f53cda18c2baa0c,[],0.0,0.0,320.0,320.0,1.0,0.0,0.0
guarded_new_untouched_prospective,waveform-5000,classification,tabm_d,1,BlockGuard-Greedy-t01,BlockGuard-Greedy,test,,,0.0,True,0.08748104092050524,0.08748104092050524,0.12775110366713086,0.0,1,1.0,0.3350053047248538,0.3350053047248538,0.3350053047248538,0.3350053047248538,1.0985714006966874,0.0,0.0,0.7635660959718336,0.0,False,0.01,stage_0_raw,n0__4f53cda18c2baa0c,[],0.0,0.0,320.0,320.0,1.0,0.0,0.0
