experiment,intervention_class,dataset,task,model,seed,target_kappa,remedy,input_transform,optimizer,learning_rate,first_precondition_power,first_learning_rate,invariant_initialization,function_matched_initialization,basis_relation_error,split_fingerprint,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,canonical_rank,anchor_rows,reconstruction_errors,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_preconditioned_gradient_norm,first_weight_norm,train_seconds,input_second_moment_condition,preconditioner_condition,precondition_floor
optimizer_remedy,B,adult,binclass,mlp,0,1.0,anchor_whiten_adamw,anchor_whiten,adamw,0.001,0.0,0.0,False,False,4.6198537276392584e-17,cf26f38091e76190,178,177.99999999999997,1.0000000000001408,0.9999999999997877,1.000000000000353,1.533280671819456e-13,177.99999999999957,-4.293232436228776e-13,1.0000000000000577,0.9999999999998507,178,"[18604, 19842, 1885, 17749, 14850, 25814, 21402, 12736, 6729, 18744, 25609, 9791, 11171, 23770, 16417, 741, 17568, 24921, 16578, 7495, 16274, 22138, 187, 5351, 11625, 16102, 1800, 21192, 21897, 7740, 21040, 24055, 15507, 22578, 24138, 11688, 7853, 10023, 17236, 11316, 21571, 7222, 22664, 20555, 25235, 12552, 24291, 10393, 17899, 9203, 11413, 21172, 17692, 22518, 15811, 24200, 17815, 9214, 14190, 13883, 193, 8703, 21248, 20007, 10464, 2961, 5638, 10014, 14826, 13006, 8152, 24682, 4808, 16966, 20146, 7075, 1621, 11121, 23283, 21450, 6001, 8822, 7408, 19151, 6095, 22219, 16304, 24637, 6116, 23154, 10577, 17549, 17200, 11197, 3558, 21487, 3675, 10413, 10139, 16647, 2799, 12824, 12167, 3900, 8896, 18827, 18846, 16404, 1544, 3552, 23634, 16026, 5652, 15759, 600, 15633, 12762, 5776, 11085, 12240, 10682, 13001, 17822, 8638, 4044, 10162, 18701, 21748, 4347, 6388, 19910, 22375, 690, 2455, 4904, 10719, 5245, 15661, 12380, 10942, 22984, 11154, 1380, 18468, 10508, 21546, 21935, 10064, 3555, 18838, 3770, 23729, 7919, 8452, 15477, 19639, 11125, 14012, 22590, 14860, 21621, 21539, 10056, 12247, 22295, 6155, 14982, 96, 14666, 17835, 14506, 25032, 1286, 25064, 11215, 3649, 19075, 5428]","{'train': 3.593509688408408e-15, 'val': 3.611801919168532e-15, 'test': 3.611136128966113e-15}",178,177665,3,0.2797238655277442,0.30771197285611157,0.3116737107124806,0.8527560264087211,0.8563970272096308,nan,nan,9.949251174926758,2.131923345848918,,,
optimizer_remedy,B,adult,binclass,mlp,1,1.0,anchor_whiten_adamw,anchor_whiten,adamw,0.001,0.0,0.0,False,False,4.6198537276392584e-17,cf26f38091e76190,178,177.99999999999997,1.0000000000001408,0.9999999999997877,1.000000000000353,1.533280671819456e-13,177.99999999999957,-4.293232436228776e-13,1.0000000000000577,0.9999999999998507,178,"[18604, 19842, 1885, 17749, 14850, 25814, 21402, 12736, 6729, 18744, 25609, 9791, 11171, 23770, 16417, 741, 17568, 24921, 16578, 7495, 16274, 22138, 187, 5351, 11625, 16102, 1800, 21192, 21897, 7740, 21040, 24055, 15507, 22578, 24138, 11688, 7853, 10023, 17236, 11316, 21571, 7222, 22664, 20555, 25235, 12552, 24291, 10393, 17899, 9203, 11413, 21172, 17692, 22518, 15811, 24200, 17815, 9214, 14190, 13883, 193, 8703, 21248, 20007, 10464, 2961, 5638, 10014, 14826, 13006, 8152, 24682, 4808, 16966, 20146, 7075, 1621, 11121, 23283, 21450, 6001, 8822, 7408, 19151, 6095, 22219, 16304, 24637, 6116, 23154, 10577, 17549, 17200, 11197, 3558, 21487, 3675, 10413, 10139, 16647, 2799, 12824, 12167, 3900, 8896, 18827, 18846, 16404, 1544, 3552, 23634, 16026, 5652, 15759, 600, 15633, 12762, 5776, 11085, 12240, 10682, 13001, 17822, 8638, 4044, 10162, 18701, 21748, 4347, 6388, 19910, 22375, 690, 2455, 4904, 10719, 5245, 15661, 12380, 10942, 22984, 11154, 1380, 18468, 10508, 21546, 21935, 10064, 3555, 18838, 3770, 23729, 7919, 8452, 15477, 19639, 11125, 14012, 22590, 14860, 21621, 21539, 10056, 12247, 22295, 6155, 14982, 96, 14666, 17835, 14506, 25032, 1286, 25064, 11215, 3649, 19075, 5428]","{'train': 3.593509688408408e-15, 'val': 3.611801919168532e-15, 'test': 3.611136128966113e-15}",178,177665,2,0.28950324402046246,0.3107039866482651,0.3139881901356649,0.8544449562413634,0.8548000737055463,nan,nan,9.803305625915527,1.7455116708297282,,,
optimizer_remedy,B,adult,binclass,mlp,0,1.0,anchor_whiten_sgd,anchor_whiten,sgd,0.03,0.0,0.0,False,False,4.6198537276392584e-17,cf26f38091e76190,178,177.99999999999997,1.0000000000001408,0.9999999999997877,1.000000000000353,1.533280671819456e-13,177.99999999999957,-4.293232436228776e-13,1.0000000000000577,0.9999999999998507,178,"[18604, 19842, 1885, 17749, 14850, 25814, 21402, 12736, 6729, 18744, 25609, 9791, 11171, 23770, 16417, 741, 17568, 24921, 16578, 7495, 16274, 22138, 187, 5351, 11625, 16102, 1800, 21192, 21897, 7740, 21040, 24055, 15507, 22578, 24138, 11688, 7853, 10023, 17236, 11316, 21571, 7222, 22664, 20555, 25235, 12552, 24291, 10393, 17899, 9203, 11413, 21172, 17692, 22518, 15811, 24200, 17815, 9214, 14190, 13883, 193, 8703, 21248, 20007, 10464, 2961, 5638, 10014, 14826, 13006, 8152, 24682, 4808, 16966, 20146, 7075, 1621, 11121, 23283, 21450, 6001, 8822, 7408, 19151, 6095, 22219, 16304, 24637, 6116, 23154, 10577, 17549, 17200, 11197, 3558, 21487, 3675, 10413, 10139, 16647, 2799, 12824, 12167, 3900, 8896, 18827, 18846, 16404, 1544, 3552, 23634, 16026, 5652, 15759, 600, 15633, 12762, 5776, 11085, 12240, 10682, 13001, 17822, 8638, 4044, 10162, 18701, 21748, 4347, 6388, 19910, 22375, 690, 2455, 4904, 10719, 5245, 15661, 12380, 10942, 22984, 11154, 1380, 18468, 10508, 21546, 21935, 10064, 3555, 18838, 3770, 23729, 7919, 8452, 15477, 19639, 11125, 14012, 22590, 14860, 21621, 21539, 10056, 12247, 22295, 6155, 14982, 96, 14666, 17835, 14506, 25032, 1286, 25064, 11215, 3649, 19075, 5428]","{'train': 3.593509688408408e-15, 'val': 3.611801919168532e-15, 'test': 3.611136128966113e-15}",178,177665,9,0.2760192932711265,0.30708544330577764,0.3096562615396023,0.8536772608628896,0.8566427123641054,nan,nan,9.408169746398926,3.1973650050349534,,,
optimizer_remedy,B,adult,binclass,mlp,1,1.0,anchor_whiten_sgd,anchor_whiten,sgd,0.03,0.0,0.0,False,False,4.6198537276392584e-17,cf26f38091e76190,178,177.99999999999997,1.0000000000001408,0.9999999999997877,1.000000000000353,1.533280671819456e-13,177.99999999999957,-4.293232436228776e-13,1.0000000000000577,0.9999999999998507,178,"[18604, 19842, 1885, 17749, 14850, 25814, 21402, 12736, 6729, 18744, 25609, 9791, 11171, 23770, 16417, 741, 17568, 24921, 16578, 7495, 16274, 22138, 187, 5351, 11625, 16102, 1800, 21192, 21897, 7740, 21040, 24055, 15507, 22578, 24138, 11688, 7853, 10023, 17236, 11316, 21571, 7222, 22664, 20555, 25235, 12552, 24291, 10393, 17899, 9203, 11413, 21172, 17692, 22518, 15811, 24200, 17815, 9214, 14190, 13883, 193, 8703, 21248, 20007, 10464, 2961, 5638, 10014, 14826, 13006, 8152, 24682, 4808, 16966, 20146, 7075, 1621, 11121, 23283, 21450, 6001, 8822, 7408, 19151, 6095, 22219, 16304, 24637, 6116, 23154, 10577, 17549, 17200, 11197, 3558, 21487, 3675, 10413, 10139, 16647, 2799, 12824, 12167, 3900, 8896, 18827, 18846, 16404, 1544, 3552, 23634, 16026, 5652, 15759, 600, 15633, 12762, 5776, 11085, 12240, 10682, 13001, 17822, 8638, 4044, 10162, 18701, 21748, 4347, 6388, 19910, 22375, 690, 2455, 4904, 10719, 5245, 15661, 12380, 10942, 22984, 11154, 1380, 18468, 10508, 21546, 21935, 10064, 3555, 18838, 3770, 23729, 7919, 8452, 15477, 19639, 11125, 14012, 22590, 14860, 21621, 21539, 10056, 12247, 22295, 6155, 14982, 96, 14666, 17835, 14506, 25032, 1286, 25064, 11215, 3649, 19075, 5428]","{'train': 3.593509688408408e-15, 'val': 3.611801919168532e-15, 'test': 3.611136128966113e-15}",178,177665,7,0.2837595170811044,0.3074464610266776,0.3118493134601444,0.8549055734684478,0.8573183465389104,nan,nan,9.401327133178711,2.8717582658864558,,,
optimizer_remedy,B,adult,binclass,mlp,0,1.0,natural_hybrid_invariant_init,raw,hybrid,0.001,1.0,0.03,True,False,4.6198537276392584e-17,cf26f38091e76190,178,104.70255971878623,1.4476077749142535,0.006247091145454852,231.72509272055015,2.3649730646057545,101.05732011167478,-414.82245961017634,1.0000000050224032,0.0001713800870055531,,,,190,180737,5,0.278305774356063,0.3106486313382093,0.310825563446816,0.8512206356517734,0.8528960137583687,0.016197608783841133,0.746319055557251,140936.609375,2.5452418010681868,10000000000.0,10000002043.51847,3.3002259832989486e-10
optimizer_remedy,B,adult,binclass,mlp,1,1.0,natural_hybrid_invariant_init,raw,hybrid,0.001,1.0,0.03,True,False,4.6198537276392584e-17,cf26f38091e76190,178,104.70255971878623,1.4476077749142535,0.006247091145454852,231.72509272055015,2.3649730646057545,101.05732011167478,-414.82245961017634,1.0000000050224032,0.0001713800870055531,,,,190,180737,4,0.28187457185505643,0.3096885477754968,0.3131758255772936,0.8516812528788577,0.8538173330876482,0.016997618600726128,0.7948951721191406,144105.921875,2.196201882092282,10000000000.0,10000002043.51847,3.3002259832989486e-10
optimizer_remedy,B,adult,binclass,mlp,0,1.0,natural_hybrid_invariant_init_lr01,raw,hybrid,0.001,1.0,0.01,True,False,4.6198537276392584e-17,cf26f38091e76190,178,104.70255971878623,1.4476077749142535,0.006247091145454852,231.72509272055015,2.3649730646057545,101.05732011167478,-414.82245961017634,1.0000000050224032,0.0001713800870055531,,,,190,180737,7,0.27637570475832285,0.311588891331402,0.3126932146157888,0.8515277138031629,0.8533873840673177,0.016197608783841133,0.746319055557251,140937.078125,3.140718716196716,10000000000.0,10000002043.51847,3.3002259832989486e-10
optimizer_remedy,B,adult,binclass,mlp,1,1.0,natural_hybrid_invariant_init_lr01,raw,hybrid,0.001,1.0,0.01,True,False,4.6198537276392584e-17,cf26f38091e76190,178,104.70255971878623,1.4476077749142535,0.006247091145454852,231.72509272055015,2.3649730646057545,101.05732011167478,-414.82245961017634,1.0000000050224032,0.0001713800870055531,,,,190,180737,8,0.272560848734594,0.31074501268478655,0.31603857163233773,0.8515277138031629,0.8546158098396904,0.016997618600726128,0.7948951721191406,144104.453125,4.31125329900533,10000000000.0,10000002043.51847,3.3002259832989486e-10
optimizer_remedy,B,adult,binclass,mlp,0,1.0,natural_hybrid_invariant_init_lr003,raw,hybrid,0.001,1.0,0.003,True,False,4.6198537276392584e-17,cf26f38091e76190,178,104.70255971878623,1.4476077749142535,0.006247091145454852,231.72509272055015,2.3649730646057545,101.05732011167478,-414.82245961017634,1.0000000050224032,0.0001713800870055531,,,,190,180737,9,0.27773272321658976,0.31353334781000325,0.3141438361673078,0.8513741747274681,0.85283459246975,0.016197608783841133,0.746319055557251,140938.03125,3.2673168079927564,10000000000.0,10000002043.51847,3.3002259832989486e-10
optimizer_remedy,B,adult,binclass,mlp,1,1.0,natural_hybrid_invariant_init_lr003,raw,hybrid,0.001,1.0,0.003,True,False,4.6198537276392584e-17,cf26f38091e76190,178,104.70255971878623,1.4476077749142535,0.006247091145454852,231.72509272055015,2.3649730646057545,101.05732011167478,-414.82245961017634,1.0000000050224032,0.0001713800870055531,,,,190,180737,8,0.281267916365888,0.3124038961066102,0.31775181261596464,0.8518347919545525,0.8527117498925127,0.016997618600726128,0.7948951721191406,144105.0,3.5508841620758176,10000000000.0,10000002043.51847,3.3002259832989486e-10
optimizer_remedy,B,adult,binclass,mlp,0,1.0,natural_hybrid_matched_init,raw,hybrid,0.001,1.0,0.03,False,True,4.6198537276392584e-17,cf26f38091e76190,178,104.70255971878623,1.4476077749142535,0.006247091145454852,231.72509272055015,2.3649730646057545,101.05732011167478,-414.82245961017634,1.0000000050224032,0.0001713800870055531,,,,190,180737,4,0.2802465672253088,0.30903908584450185,0.3114300473575733,0.8509135575003839,0.8561513420551563,0.015809858217835426,0.7018479108810425,55.39113998413086,2.414390450110659,10000000000.0,10000002043.51847,3.3002259832989486e-10
optimizer_remedy,B,adult,binclass,mlp,1,1.0,natural_hybrid_matched_init,raw,hybrid,0.001,1.0,0.03,False,True,4.6198537276392584e-17,cf26f38091e76190,178,104.70255971878623,1.4476077749142535,0.006247091145454852,231.72509272055015,2.3649730646057545,101.05732011167478,-414.82245961017634,1.0000000050224032,0.0001713800870055531,,,,190,180737,4,0.28013997077075165,0.3096963084472635,0.311182896716173,0.8542914171656687,0.8543087033965973,0.01623409427702427,0.7103601098060608,53.80754089355469,2.258509441977367,10000000000.0,10000002043.51847,3.3002259832989486e-10
optimizer_remedy,B,adult,binclass,mlp,0,3000.0,anchor_whiten_adamw,anchor_whiten,adamw,0.001,0.0,0.0,False,False,4.4070413424765184e-17,cf26f38091e76190,178,177.99999999999997,1.0000000000001599,0.9999999999997776,1.0000000000003824,1.6605718974044428e-13,177.99999999999994,-3.486100297360029e-14,1.0000000000001248,0.9999999999997635,178,"[18604, 19842, 1885, 17749, 14850, 25814, 21402, 12736, 6729, 18744, 25609, 9791, 11171, 23770, 16417, 741, 17568, 24921, 16578, 7495, 16274, 22138, 187, 5351, 11625, 16102, 1800, 21192, 21897, 7740, 21040, 24055, 15507, 22578, 24138, 11688, 7853, 10023, 17236, 11316, 21571, 7222, 22664, 20555, 25235, 12552, 24291, 10393, 17899, 9203, 11413, 21172, 17692, 22518, 15811, 24200, 17815, 9214, 14190, 13883, 193, 8703, 21248, 20007, 10464, 2961, 5638, 10014, 14826, 13006, 8152, 24682, 4808, 16966, 20146, 7075, 1621, 11121, 23283, 21450, 6001, 8822, 7408, 19151, 6095, 22219, 16304, 24637, 6116, 23154, 10577, 17549, 17200, 11197, 3558, 21487, 3675, 10413, 10139, 16647, 2799, 12824, 12167, 3900, 8896, 18827, 18846, 16404, 1544, 3552, 23634, 16026, 5652, 15759, 600, 15633, 12762, 5776, 11085, 12240, 10682, 13001, 17822, 8638, 4044, 10162, 18701, 21748, 4347, 6388, 19910, 22375, 690, 2455, 4904, 10719, 5245, 15661, 12380, 10942, 22984, 11154, 1380, 18468, 10508, 21546, 21935, 10064, 3555, 18838, 3770, 23729, 7919, 8452, 15477, 19639, 11125, 14012, 22590, 14860, 21621, 21539, 10056, 12247, 22295, 6155, 14982, 96, 14666, 17835, 14506, 25032, 1286, 25064, 11215, 3649, 19075, 5428]","{'train': 2.6118565860032863e-15, 'val': 2.6146683012972434e-15, 'test': 2.6235841142917816e-15}",178,177665,3,0.27972386526669585,0.3077119720159674,0.3116737101463655,0.8527560264087211,0.8563970272096308,nan,nan,9.949251174926758,2.5490693550091237,,,
optimizer_remedy,B,adult,binclass,mlp,1,3000.0,anchor_whiten_adamw,anchor_whiten,adamw,0.001,0.0,0.0,False,False,4.4070413424765184e-17,cf26f38091e76190,178,177.99999999999997,1.0000000000001599,0.9999999999997776,1.0000000000003824,1.6605718974044428e-13,177.99999999999994,-3.486100297360029e-14,1.0000000000001248,0.9999999999997635,178,"[18604, 19842, 1885, 17749, 14850, 25814, 21402, 12736, 6729, 18744, 25609, 9791, 11171, 23770, 16417, 741, 17568, 24921, 16578, 7495, 16274, 22138, 187, 5351, 11625, 16102, 1800, 21192, 21897, 7740, 21040, 24055, 15507, 22578, 24138, 11688, 7853, 10023, 17236, 11316, 21571, 7222, 22664, 20555, 25235, 12552, 24291, 10393, 17899, 9203, 11413, 21172, 17692, 22518, 15811, 24200, 17815, 9214, 14190, 13883, 193, 8703, 21248, 20007, 10464, 2961, 5638, 10014, 14826, 13006, 8152, 24682, 4808, 16966, 20146, 7075, 1621, 11121, 23283, 21450, 6001, 8822, 7408, 19151, 6095, 22219, 16304, 24637, 6116, 23154, 10577, 17549, 17200, 11197, 3558, 21487, 3675, 10413, 10139, 16647, 2799, 12824, 12167, 3900, 8896, 18827, 18846, 16404, 1544, 3552, 23634, 16026, 5652, 15759, 600, 15633, 12762, 5776, 11085, 12240, 10682, 13001, 17822, 8638, 4044, 10162, 18701, 21748, 4347, 6388, 19910, 22375, 690, 2455, 4904, 10719, 5245, 15661, 12380, 10942, 22984, 11154, 1380, 18468, 10508, 21546, 21935, 10064, 3555, 18838, 3770, 23729, 7919, 8452, 15477, 19639, 11125, 14012, 22590, 14860, 21621, 21539, 10056, 12247, 22295, 6155, 14982, 96, 14666, 17835, 14506, 25032, 1286, 25064, 11215, 3649, 19075, 5428]","{'train': 2.6118565860032863e-15, 'val': 2.6146683012972434e-15, 'test': 2.6235841142917816e-15}",178,177665,2,0.2895032439924912,0.3107039880413606,0.3139881895934257,0.8544449562413634,0.8548000737055463,nan,nan,9.803305625915527,1.7681385669857264,,,
optimizer_remedy,B,adult,binclass,mlp,0,3000.0,anchor_whiten_sgd,anchor_whiten,sgd,0.03,0.0,0.0,False,False,4.4070413424765184e-17,cf26f38091e76190,178,177.99999999999997,1.0000000000001599,0.9999999999997776,1.0000000000003824,1.6605718974044428e-13,177.99999999999994,-3.486100297360029e-14,1.0000000000001248,0.9999999999997635,178,"[18604, 19842, 1885, 17749, 14850, 25814, 21402, 12736, 6729, 18744, 25609, 9791, 11171, 23770, 16417, 741, 17568, 24921, 16578, 7495, 16274, 22138, 187, 5351, 11625, 16102, 1800, 21192, 21897, 7740, 21040, 24055, 15507, 22578, 24138, 11688, 7853, 10023, 17236, 11316, 21571, 7222, 22664, 20555, 25235, 12552, 24291, 10393, 17899, 9203, 11413, 21172, 17692, 22518, 15811, 24200, 17815, 9214, 14190, 13883, 193, 8703, 21248, 20007, 10464, 2961, 5638, 10014, 14826, 13006, 8152, 24682, 4808, 16966, 20146, 7075, 1621, 11121, 23283, 21450, 6001, 8822, 7408, 19151, 6095, 22219, 16304, 24637, 6116, 23154, 10577, 17549, 17200, 11197, 3558, 21487, 3675, 10413, 10139, 16647, 2799, 12824, 12167, 3900, 8896, 18827, 18846, 16404, 1544, 3552, 23634, 16026, 5652, 15759, 600, 15633, 12762, 5776, 11085, 12240, 10682, 13001, 17822, 8638, 4044, 10162, 18701, 21748, 4347, 6388, 19910, 22375, 690, 2455, 4904, 10719, 5245, 15661, 12380, 10942, 22984, 11154, 1380, 18468, 10508, 21546, 21935, 10064, 3555, 18838, 3770, 23729, 7919, 8452, 15477, 19639, 11125, 14012, 22590, 14860, 21621, 21539, 10056, 12247, 22295, 6155, 14982, 96, 14666, 17835, 14506, 25032, 1286, 25064, 11215, 3649, 19075, 5428]","{'train': 2.6118565860032863e-15, 'val': 2.6146683012972434e-15, 'test': 2.6235841142917816e-15}",178,177665,9,0.27601929251676455,0.3070854443460143,0.3096562619307457,0.8536772608628896,0.8566427123641054,nan,nan,9.408169746398926,3.012972094118595,,,
optimizer_remedy,B,adult,binclass,mlp,1,3000.0,anchor_whiten_sgd,anchor_whiten,sgd,0.03,0.0,0.0,False,False,4.4070413424765184e-17,cf26f38091e76190,178,177.99999999999997,1.0000000000001599,0.9999999999997776,1.0000000000003824,1.6605718974044428e-13,177.99999999999994,-3.486100297360029e-14,1.0000000000001248,0.9999999999997635,178,"[18604, 19842, 1885, 17749, 14850, 25814, 21402, 12736, 6729, 18744, 25609, 9791, 11171, 23770, 16417, 741, 17568, 24921, 16578, 7495, 16274, 22138, 187, 5351, 11625, 16102, 1800, 21192, 21897, 7740, 21040, 24055, 15507, 22578, 24138, 11688, 7853, 10023, 17236, 11316, 21571, 7222, 22664, 20555, 25235, 12552, 24291, 10393, 17899, 9203, 11413, 21172, 17692, 22518, 15811, 24200, 17815, 9214, 14190, 13883, 193, 8703, 21248, 20007, 10464, 2961, 5638, 10014, 14826, 13006, 8152, 24682, 4808, 16966, 20146, 7075, 1621, 11121, 23283, 21450, 6001, 8822, 7408, 19151, 6095, 22219, 16304, 24637, 6116, 23154, 10577, 17549, 17200, 11197, 3558, 21487, 3675, 10413, 10139, 16647, 2799, 12824, 12167, 3900, 8896, 18827, 18846, 16404, 1544, 3552, 23634, 16026, 5652, 15759, 600, 15633, 12762, 5776, 11085, 12240, 10682, 13001, 17822, 8638, 4044, 10162, 18701, 21748, 4347, 6388, 19910, 22375, 690, 2455, 4904, 10719, 5245, 15661, 12380, 10942, 22984, 11154, 1380, 18468, 10508, 21546, 21935, 10064, 3555, 18838, 3770, 23729, 7919, 8452, 15477, 19639, 11125, 14012, 22590, 14860, 21621, 21539, 10056, 12247, 22295, 6155, 14982, 96, 14666, 17835, 14506, 25032, 1286, 25064, 11215, 3649, 19075, 5428]","{'train': 2.6118565860032863e-15, 'val': 2.6146683012972434e-15, 'test': 2.6235841142917816e-15}",178,177665,7,0.2837595173741835,0.3074464613342334,0.3118493144082699,0.8549055734684478,0.8573183465389104,nan,nan,9.401327133178711,2.9445732259191573,,,
optimizer_remedy,B,adult,binclass,mlp,0,3000.0,natural_hybrid_invariant_init,raw,hybrid,0.001,1.0,0.03,True,False,4.4070413424765184e-17,cf26f38091e76190,178,16.463302014257373,59.15124308423652,0.0062465070748995285,9469.491089176096,3.9763266397106163,29208.848090954863,-403.16614453068456,2607.383974619459,0.0001713800870055531,,,,190,180737,5,0.27841891527125323,0.31019392438684273,0.3106456696478823,0.8502994011976048,0.8531416989128432,0.2829316258430481,0.3524976372718811,3723.80322265625,2.4789426249917597,9999999999.999998,9999996078.542171,3.498869560424628e-07
optimizer_remedy,B,adult,binclass,mlp,1,3000.0,natural_hybrid_invariant_init,raw,hybrid,0.001,1.0,0.03,True,False,4.4070413424765184e-17,cf26f38091e76190,178,16.463302014257373,59.15124308423652,0.0062465070748995285,9469.491089176096,3.9763266397106163,29208.848090954863,-403.16614453068456,2607.383974619459,0.0001713800870055531,,,,190,180737,4,0.2818109678855916,0.30961775035158995,0.313229597793296,0.8512206356517734,0.8533259627786991,0.2976040244102478,0.32226037979125977,3822.459228515625,2.41630184603855,9999999999.999998,9999996078.542171,3.498869560424628e-07
optimizer_remedy,B,adult,binclass,mlp,0,3000.0,natural_hybrid_invariant_init_lr01,raw,hybrid,0.001,1.0,0.01,True,False,4.4070413424765184e-17,cf26f38091e76190,178,16.463302014257373,59.15124308423652,0.0062465070748995285,9469.491089176096,3.9763266397106163,29208.848090954863,-403.16614453068456,2607.383974619459,0.0001713800870055531,,,,190,180737,9,0.2695639020283588,0.3109814864806921,0.31172796672970565,0.8510670965760786,0.855352865303114,0.2829316258430481,0.3524976372718811,3723.825439453125,3.3715496140066534,9999999999.999998,9999996078.542171,3.498869560424628e-07
optimizer_remedy,B,adult,binclass,mlp,1,3000.0,natural_hybrid_invariant_init_lr01,raw,hybrid,0.001,1.0,0.01,True,False,4.4070413424765184e-17,cf26f38091e76190,178,16.463302014257373,59.15124308423652,0.0062465070748995285,9469.491089176096,3.9763266397106163,29208.848090954863,-403.16614453068456,2607.383974619459,0.0001713800870055531,,,,190,180737,8,0.2728667753318721,0.31054948837589685,0.31605734784345185,0.8519883310302472,0.8536330692217923,0.2976040244102478,0.32226037979125977,3822.50830078125,3.2054497529752553,9999999999.999998,9999996078.542171,3.498869560424628e-07
optimizer_remedy,B,adult,binclass,mlp,0,3000.0,natural_hybrid_invariant_init_lr003,raw,hybrid,0.001,1.0,0.003,True,False,4.4070413424765184e-17,cf26f38091e76190,178,16.463302014257373,59.15124308423652,0.0062465070748995285,9469.491089176096,3.9763266397106163,29208.848090954863,-403.16614453068456,2607.383974619459,0.0001713800870055531,,,,190,180737,9,0.27801999881835393,0.3127024072907468,0.31359379651098573,0.8526024873330262,0.8530188563356059,0.2829316258430481,0.3524976372718811,3723.839599609375,3.4492804990150034,9999999999.999998,9999996078.542171,3.498869560424628e-07
