experiment,intervention_class,dataset,task,model,seed,target_kappa,remedy,input_transform,optimizer,learning_rate,first_precondition_power,first_learning_rate,invariant_initialization,function_matched_initialization,basis_relation_error,split_fingerprint,failure,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_preconditioned_gradient_norm,first_weight_norm,train_seconds,canonical_rank,anchor_rows,reconstruction_errors,input_second_moment_condition,preconditioner_condition,precondition_floor
optimizer_remedy,B,diamond,regression,mlp,0,1.0,adamw,raw,adamw,0.001,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,114.08252772703905,2.037878522555036,0.02359061014883617,86.38515535197268,1.9364391186059478,169.37921747329366,-166.50693871183978,1.0000000000002336,0.023579233212210487,184,179201,33,0.013213158585131168,0.01946394145488739,0.02180810458958149,0.13918504778149732,0.1473283010341193,nan,nan,14.248335838317871,10.302570307161659,,,,,,
optimizer_remedy,B,diamond,regression,mlp,1,1.0,adamw,raw,adamw,0.001,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,114.08252772703905,2.037878522555036,0.02359061014883617,86.38515535197268,1.9364391186059478,169.37921747329366,-166.50693871183978,1.0000000000002336,0.023579233212210487,184,179201,14,0.016387155279517174,0.020365357398986816,0.022858280688524246,0.14237155369715904,0.15083390798445695,nan,nan,11.774277687072754,5.447355447802693,,,,,,
optimizer_remedy,B,diamond,regression,mlp,2,1.0,adamw,raw,adamw,0.001,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,114.08252772703905,2.037878522555036,0.02359061014883617,86.38515535197268,1.9364391186059478,169.37921747329366,-166.50693871183978,1.0000000000002336,0.023579233212210487,184,179201,24,0.013985151425004005,0.020043836906552315,0.021389229223132133,0.14124323087252044,0.14590655094544935,nan,nan,13.09368896484375,8.218403719132766,,,,,,
optimizer_remedy,B,diamond,regression,mlp,3,1.0,adamw,raw,adamw,0.001,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,114.08252772703905,2.037878522555036,0.02359061014883617,86.38515535197268,1.9364391186059478,169.37921747329366,-166.50693871183978,1.0000000000002336,0.023579233212210487,184,179201,11,0.01729722134768963,0.021156227216124535,0.023352405056357384,0.14510965316004043,0.15245547344732113,nan,nan,11.430758476257324,4.928135369904339,,,,,,
optimizer_remedy,B,diamond,regression,mlp,4,1.0,adamw,raw,adamw,0.001,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,114.08252772703905,2.037878522555036,0.02359061014883617,86.38515535197268,1.9364391186059478,169.37921747329366,-166.50693871183978,1.0000000000002336,0.023579233212210487,184,179201,24,0.014161178842186928,0.019840234890580177,0.021412227302789688,0.14052403824006987,0.14598496967165087,nan,nan,13.235526084899902,8.414317788090557,,,,,,
optimizer_remedy,B,diamond,regression,resnet,0,1.0,adamw,raw,adamw,0.001,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,114.08252772703905,2.037878522555036,0.02359061014883617,86.38515535197268,1.9364391186059478,169.37921747329366,-166.50693871183978,1.0000000000002336,0.023579233212210487,184,838401,13,0.01534983143210411,0.02071451023221016,0.023102154955267906,0.14358681352858937,0.1516363954269373,nan,nan,10.977884292602539,6.378586775856093,,,,,,
optimizer_remedy,B,diamond,regression,resnet,1,1.0,adamw,raw,adamw,0.001,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,114.08252772703905,2.037878522555036,0.02359061014883617,86.38515535197268,1.9364391186059478,169.37921747329366,-166.50693871183978,1.0000000000002336,0.023579233212210487,184,838401,10,0.017148643732070923,0.020933136343955994,0.02327091246843338,0.14434254705753347,0.1521892214309668,nan,nan,10.680601119995117,5.539648878853768,,,,,,
optimizer_remedy,B,diamond,regression,resnet,2,1.0,adamw,raw,adamw,0.001,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,114.08252772703905,2.037878522555036,0.02359061014883617,86.38515535197268,1.9364391186059478,169.37921747329366,-166.50693871183978,1.0000000000002336,0.023579233212210487,184,838401,9,0.017985286191105843,0.02189343422651291,0.023720193654298782,0.14761624270384388,0.15365133300620304,nan,nan,10.534208297729492,5.634137765970081,,,,,,
optimizer_remedy,B,diamond,regression,resnet,3,1.0,adamw,raw,adamw,0.001,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,114.08252772703905,2.037878522555036,0.02359061014883617,86.38515535197268,1.9364391186059478,169.37921747329366,-166.50693871183978,1.0000000000002336,0.023579233212210487,184,838401,19,0.012991739436984062,0.021166779100894928,0.022441161796450615,0.14514583726991237,0.14945135982583313,nan,nan,11.761062622070312,8.258310778997838,,,,,,
optimizer_remedy,B,diamond,regression,resnet,4,1.0,adamw,raw,adamw,0.001,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,114.08252772703905,2.037878522555036,0.02359061014883617,86.38515535197268,1.9364391186059478,169.37921747329366,-166.50693871183978,1.0000000000002336,0.023579233212210487,184,838401,8,0.01777900755405426,0.021426385268568993,0.023119395598769188,0.1460332250622196,0.15169296097256701,nan,nan,10.483691215515137,4.796823816141114,,,,,,
optimizer_remedy,B,diamond,regression,mlp,0,1.0,whiten_sgd,whiten,sgd,0.03,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,184.00000000000006,1.0000000000002627,0.9999999999999146,1.000000000000348,1.511101140088738e-13,184.00000000000065,6.820100040270194e-13,1.0000000000003328,0.9999999999999618,184,179201,40,0.014627222903072834,0.018574431538581848,0.01978728547692299,0.1359674568314304,0.14033639820933708,nan,nan,8.901322364807129,11.09067156817764,184,,,,,
optimizer_remedy,B,diamond,regression,mlp,1,1.0,whiten_sgd,whiten,sgd,0.03,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,184.00000000000006,1.0000000000002627,0.9999999999999146,1.000000000000348,1.511101140088738e-13,184.00000000000065,6.820100040270194e-13,1.0000000000003328,0.9999999999999618,184,179201,38,0.0145474998280406,0.01876521110534668,0.01997809298336506,0.1366639340489737,0.14101139389903938,nan,nan,8.885183334350586,10.11765325604938,184,,,,,
optimizer_remedy,B,diamond,regression,mlp,2,1.0,whiten_sgd,whiten,sgd,0.03,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,184.00000000000006,1.0000000000002627,0.9999999999999146,1.000000000000348,1.511101140088738e-13,184.00000000000065,6.820100040270194e-13,1.0000000000003328,0.9999999999999618,184,179201,37,0.014374598860740662,0.018837952986359596,0.020102031528949738,0.13692856565942169,0.14144811558996295,nan,nan,8.950520515441895,9.721103607909754,184,,,,,
optimizer_remedy,B,diamond,regression,mlp,3,1.0,whiten_sgd,whiten,sgd,0.03,0.0,0.0,False,False,1.0756443703818641e-16,ae5eda1e4664e699,,184,184.00000000000006,1.0000000000002627,0.9999999999999146,1.000000000000348,1.511101140088738e-13,184.00000000000065,6.820100040270194e-13,1.0000000000003328,0.9999999999999618,184,179201,38,0.014664932154119015,0.018859803676605225,0.01999468356370926,0.1370079506827233,0.14106993663719702,nan,nan,9.008014678955078,9.828390748938546,184,,,,,
