dataset,problem_type,model,model_seed,orbit_member,condition,function_matched,optimizer,momentum,weight_decay,epoch,split,initial_max_logit_difference,reference_rmse,reference_mae,transformed_rmse,transformed_mae,prediction_rmse_normalized,prediction_pearson,prediction_spearman,reference_log_loss,reference_accuracy,reference_roc_auc,transformed_log_loss,transformed_accuracy,transformed_roc_auc,probability_rmse,probability_mad,js_divergence,label_flip_rate
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,0,validation,1.4901161193847656e-08,174.0432615476274,131.12420678138733,174.04326171765277,131.12420690059662,1.3437078566819417e-08,0.9999999999965428,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,0,test,1.4901161193847656e-08,183.90228924238383,143.5736511349678,183.9022893136832,143.57365116477013,1.4212762209093656e-08,0.9999999999959576,0.9999999999999998,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,1,validation,1.4901161193847656e-08,166.68456471175568,126.028200507164,166.71547506407182,126.07000106573103,0.0013395464770236,0.99989767954257,0.9998483634699014,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,1,test,1.4901161193847656e-08,174.4674144208423,136.01864326000214,174.49649422846684,136.07628446817398,0.0013089126124945,0.9999047207865708,0.9998845751650816,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,2,validation,1.4901161193847656e-08,151.09770907644904,115.248264670372,151.17970031134217,115.22675386071204,0.0092546238953082,0.9996099053945277,0.9994642652780956,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,2,test,1.4901161193847656e-08,151.78655786037575,116.4372202306986,151.87084385591868,116.53878659009932,0.0090514057464715,0.9996250192229112,0.9995733483251508,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,5,validation,1.4901161193847656e-08,130.76224002766207,96.85590586066246,130.80179971160567,96.96919199824332,0.0238992849301064,0.9995034650595812,0.9993047608148315,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,5,test,1.4901161193847656e-08,129.7271218260485,97.0282790362835,129.40830322848674,97.04783122241496,0.022238516083208,0.9995839804494892,0.9995720072155274,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,10,validation,1.4901161193847656e-08,114.02383278440652,78.18299838900566,113.834964646189,77.91358551383018,0.022278772565322,0.9995380875491278,0.9993412394140536,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,10,test,1.4901161193847656e-08,115.54001614518376,81.99784173071384,115.53878736629844,81.81161169707775,0.0206364333438462,0.9996442246732375,0.9995637817431706,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,20,validation,1.4901161193847656e-08,98.33913744266852,65.7591303884983,97.67411186338296,65.18784266710281,0.0298568648496899,0.9993852838876472,0.998980745021744,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,20,test,1.4901161193847656e-08,100.48698533382267,69.98751176893711,99.54225216291724,69.16113522648811,0.0356307376006731,0.9991786323806998,0.9990293048546024,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,final,validation,1.4901161193847656e-08,71.69312358787292,45.525335013866425,70.62941267450658,45.14720216393471,0.0632326804490349,0.9983932932042076,0.9984764820325016,,,,,,,,,,
bike-sharing,regression,controlled_mlp,0,0,matched_adamw_no_weight_decay,True,adamw,0.0,0.0,final,test,1.4901161193847656e-08,73.53478922017656,45.64545185863972,73.00354482111572,45.74968957901001,0.0620778023446639,0.9987226147941988,0.9988250091553084,,,,,,,,,,
