dataset,problem_type,model,seed,method,optimizer,initialization,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,rbf_reference,-1,True,validation,0.2913366492337667,0.0,0.5022989418357611,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,rbf_reference,-1,True,test,0.3585542106189193,0.0,0.5022989418357611,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m0,0,False,validation,0.2916474659611057,0.054430448435083656,0.48583705397322774,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m0,0,False,test,0.3457479494651017,0.04923317637672056,0.48583705397322774,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m1,1,False,validation,0.28802600359014513,0.04492477456910257,0.4740880951285362,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m1,1,False,test,0.3455416167529868,0.043490485909316236,0.4740880951285362,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m2,2,False,validation,0.2881150002333983,0.031122619427569935,0.45869924291037023,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m2,2,False,test,0.3498097944425067,0.034773689190307475,0.45869924291037023,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m3,3,False,validation,0.2850762581006461,0.045564491408325226,0.4402732369489968,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m3,3,False,test,0.34541422763271024,0.04061032216926268,0.4402732369489968,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m4,4,False,validation,0.29490681606901714,0.03942630427419216,0.5058017070405185,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m4,4,False,test,0.3503694641058917,0.03955819355444411,0.5058017070405185,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m5,5,False,validation,0.28387233232122294,0.03743858830042017,0.4433457739651203,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m5,5,False,test,0.3504223297527965,0.03590768676687919,0.4433457739651203,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m6,6,False,validation,0.2898083890219203,0.06867979560287435,0.49812335101887584,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m6,6,False,test,0.3446363254460024,0.06676573883984972,0.49812335101887584,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m7,7,False,validation,0.2807328497132942,0.047049199888849084,0.48646561917848885,68.46337890625
phoneme,classification,controlled_mlp,0,AdamW,adamw,default,orthogonal_all__m7,7,False,test,0.35831353473155614,0.04306684330296858,0.48646561917848885,68.46337890625
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,rbf_reference,-1,True,validation,0.2892746649089421,0.0,0.7202613479457796,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,rbf_reference,-1,True,test,0.35691298141892835,0.0,0.7202613479457796,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,validation,0.2911740999389326,0.053651484069594496,0.7052437351085246,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,test,0.3521254942783677,0.05446456928744648,0.7052437351085246,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,validation,0.29032438451078424,0.0455660111385545,0.6963382689282298,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,test,0.34481914289001153,0.042925217456007025,0.6963382689282298,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,validation,0.2849533423489251,0.028205086270419098,0.7085665999911726,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,test,0.34324418454829075,0.030160980469291093,0.7085665999911726,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,validation,0.28511561917146533,0.04010282582829598,0.6588155638892204,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,test,0.3463729693912444,0.03866884008379531,0.6588155638892204,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,validation,0.29273074718018577,0.054162104588393316,0.6507947409991175,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,test,0.35217578935275023,0.05124935179647426,0.6507947409991175,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,validation,0.2844566739690343,0.05184977791798187,0.6436278049368411,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,test,0.35434307927582076,0.04944331848392059,0.6436278049368411,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,validation,0.28843086054796735,0.04948580207905048,0.6802425610367209,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,test,0.3486561968171725,0.04796138325314918,0.6802425610367209,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,validation,0.28159624942986483,0.055445483962386695,0.6214705659076571,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,test,0.3551975582067314,0.0595249287269875,0.6214705659076571,68.470703125
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,validation,0.2977623700019436,0.0,0.9959366379771382,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,test,0.36639923830044935,0.0,0.9959366379771382,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m0,0,False,validation,0.29836224759421354,0.07205763445098974,1.2299348791129887,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m0,0,False,test,0.36306451600969014,0.06777100009247461,1.2299348791129887,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m1,1,False,validation,0.29834443382257964,0.05813281133543084,0.9822155858855695,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m1,1,False,test,0.3460941828155604,0.0628206628278889,0.9822155858855695,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m2,2,False,validation,0.2836365097469707,0.06781816911125294,1.218484889017418,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m2,2,False,test,0.3750653047197189,0.06053688038280215,1.218484889017418,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m3,3,False,validation,0.2981919511532174,0.05922123498417886,1.2884218678809702,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m3,3,False,test,0.3634109258055918,0.04952825310510772,1.2884218678809702,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m4,4,False,validation,0.2984063506450627,0.034851469500531716,1.112603437853977,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m4,4,False,test,0.3704299874863896,0.03881970427681726,1.112603437853977,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m5,5,False,validation,0.29341102233162,0.05679523093019444,0.9901455680374056,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m5,5,False,test,0.3532257967779192,0.0581597604434675,0.9901455680374056,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m6,6,False,validation,0.29993932863177286,0.05515436766992583,0.9871927599888295,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m6,6,False,test,0.3475055006578155,0.05400536230153054,0.9871927599888295,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m7,7,False,validation,0.2938025520495349,0.051909507022087985,1.026699790963903,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam,matrix_adam,default,orthogonal_all__m7,7,False,test,0.3467511298749811,0.05466328621155441,1.026699790963903,68.46826171875
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,rbf_reference,-1,True,validation,0.2760166036108719,0.0,0.5960061820223927,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,rbf_reference,-1,True,test,0.3444830433139443,0.0,0.5960061820223927,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m0,0,False,validation,0.27601657083931797,2.0139371685401555e-07,0.5700551199261099,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m0,0,False,test,0.3444830772273614,2.083845987075455e-07,0.5700551199261099,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m1,1,False,validation,0.2760165807719371,1.9615823753719532e-07,0.5653508629184216,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m1,1,False,test,0.3444831213842672,2.1313605349338154e-07,0.5653508629184216,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m2,2,False,validation,0.27601662311929065,1.84910123267979e-07,0.6547283690888435,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m2,2,False,test,0.34448310056774045,1.7011524535953465e-07,0.6547283690888435,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m3,3,False,validation,0.2760166281658421,1.7242647816751487e-07,0.5642718970775604,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m3,3,False,test,0.34448308221950646,1.7532341822305503e-07,0.5642718970775604,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m4,4,False,validation,0.2760165911961147,2.003777760686761e-07,0.5698978109285235,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m4,4,False,test,0.34448308057527144,1.7831914013569407e-07,0.5698978109285235,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m5,5,False,validation,0.2760165760074066,1.8077296217476423e-07,0.5852941139601171,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m5,5,False,test,0.34448309520550613,1.8016615198450792e-07,0.5852941139601171,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m6,6,False,validation,0.27601658810532975,2.1751557905983624e-07,0.5754003799520433,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m6,6,False,test,0.3444830671121727,1.851343086797342e-07,0.5754003799520433,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m7,7,False,validation,0.2760165973530545,1.991366616997218e-07,0.6456809488590807,68.470703125
phoneme,classification,controlled_mlp,0,BlockAdam+DataInit,block_adam,data_equivariant,orthogonal_all__m7,7,False,test,0.344483065509643,1.5805704313109483e-07,0.6456809488590807,68.470703125
phoneme,classification,controlled_mlp,0,MatrixAdam+DataInit,matrix_adam,data_equivariant,rbf_reference,-1,True,validation,0.282719559689818,0.0,0.9847918162122369,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam+DataInit,matrix_adam,data_equivariant,rbf_reference,-1,True,test,0.34857733731617574,0.0,0.9847918162122369,68.46826171875
phoneme,classification,controlled_mlp,0,MatrixAdam+DataInit,matrix_adam,data_equivariant,orthogonal_all__m0,0,False,validation,0.2827194929333022,1.7744595492329893e-07,0.9895992081146687,68.46826171875
