dataset,problem_type,model,seed,method,optimizer,initialization,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,rbf_reference,-1,True,validation,0.28825938611357094,0.0,0.3642224590294063,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,rbf_reference,-1,True,test,0.3506957337800562,0.0,0.3642224590294063,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m0,0,False,validation,0.2970848736376126,0.04461956348526554,0.4533671529497951,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m0,0,False,test,0.3525538675205988,0.04172588375114231,0.4533671529497951,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m1,1,False,validation,0.2902776147098979,0.03666614975080716,0.35259284009225667,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m1,1,False,test,0.35076430010903087,0.03538660288220488,0.35259284009225667,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m2,2,False,validation,0.2945245441297857,0.0459027572413718,0.3807730299886316,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m2,2,False,test,0.35861126680962385,0.03992217972095502,0.3807730299886316,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m3,3,False,validation,0.2788209029268589,0.04839545940881383,0.52675975789316,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m3,3,False,test,0.3424674665280705,0.05815947738740986,0.52675975789316,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m4,4,False,validation,0.28662323925812516,0.04719154661680412,0.4683564407750964,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m4,4,False,test,0.3514568373156292,0.05106862906733386,0.4683564407750964,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m5,5,False,validation,0.2851362444600408,0.04343386053887428,0.4332255020271987,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m5,5,False,test,0.35579459488336496,0.04138802421160294,0.4332255020271987,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m6,6,False,validation,0.27333398890738975,0.0521790814071184,0.4547986180987209,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m6,6,False,test,0.357751380476272,0.04655607913319107,0.4547986180987209,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m7,7,False,validation,0.29785167365885873,0.04400608218920259,0.38335667084902525,68.46337890625
phoneme,classification,controlled_mlp,1,AdamW,adamw,default,orthogonal_all__m7,7,False,test,0.34644571930851875,0.04337677516638337,0.38335667084902525,68.46337890625
phoneme,classification,controlled_mlp,1,BlockAdam,block_adam,default,rbf_reference,-1,True,validation,0.2877883181572547,0.0,0.546589297009632,68.470703125
phoneme,classification,controlled_mlp,1,BlockAdam,block_adam,default,rbf_reference,-1,True,test,0.34933086146343456,0.0,0.546589297009632,68.470703125
phoneme,classification,controlled_mlp,1,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,validation,0.2847691812493428,0.04691241177183252,0.6782248769886792,68.470703125
phoneme,classification,controlled_mlp,1,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,test,0.35174120960516286,0.04837874455232515,0.6782248769886792,68.470703125
phoneme,classification,controlled_mlp,1,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,validation,0.2867912724051526,0.05071457575051835,0.665439727017656,68.470703125
