dataset,problem_type,model,seed,method,optimizer,initialization,representation_id,member,is_reference,split,task_error,disagreement,fit_seconds,gpu_peak_memory_mb
phoneme,classification,tabm_d,2,AdamW,adamw,default,rbf_reference,-1,True,validation,0.3072015979537024,0.0,0.38847759808413684,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,rbf_reference,-1,True,test,0.328639836526989,0.0,0.38847759808413684,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m0,0,False,validation,0.30510077636743094,0.03156666269226126,0.34360066102817655,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m0,0,False,test,0.32634904495916267,0.034829315760278104,0.34360066102817655,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m1,1,False,validation,0.2996376071309962,0.029763111240780463,0.3764520511031151,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m1,1,False,test,0.32639504750086107,0.02616774047896821,0.3764520511031151,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m2,2,False,validation,0.30381316150225246,0.03017633480195089,0.32570631289854646,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m2,2,False,test,0.3276874699892124,0.031596068238412704,0.32570631289854646,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m3,3,False,validation,0.3030687468587266,0.03523134089309908,0.3592934219632298,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m3,3,False,test,0.32481238689741443,0.035941899023527416,0.3592934219632298,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m4,4,False,validation,0.3068175615243631,0.026026841326075467,0.34377286909148097,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m4,4,False,test,0.3278204611933929,0.028504117492675278,0.34377286909148097,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m5,5,False,validation,0.3060932295628039,0.027486610372753267,0.28226857306435704,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m5,5,False,test,0.33345581936192314,0.029326279634783476,0.28226857306435704,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m6,6,False,validation,0.30804575188783145,0.034469884404820274,0.3553932150825858,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m6,6,False,test,0.32977486304050185,0.03573613638457964,0.3553932150825858,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m7,7,False,validation,0.2974232453752337,0.032945672732145236,0.32709326106123626,118.10791015625
phoneme,classification,tabm_d,2,AdamW,adamw,default,orthogonal_all__m7,7,False,test,0.32889783166808173,0.03330401040061832,0.32709326106123626,118.10791015625
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,rbf_reference,-1,True,validation,0.30682164401708545,0.0,0.36544649908319116,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,rbf_reference,-1,True,test,0.32898486144074535,0.0,0.36544649908319116,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,validation,0.3069138415316085,0.030538992033150393,0.4527953788638115,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m0,0,False,test,0.32592242882797196,0.03529615316664102,0.4527953788638115,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,validation,0.3035567913740179,0.03157318436914027,0.4093876350671053,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m1,1,False,test,0.32742755940620194,0.029559592452925262,0.4093876350671053,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,validation,0.310032959432637,0.028261768832500287,0.45632877200841904,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m2,2,False,test,0.3279075998349726,0.029952428914913728,0.45632877200841904,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,validation,0.307531059067196,0.029063001398807846,0.4470424819737673,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m3,3,False,test,0.3238681679376439,0.031518686524346556,0.4470424819737673,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,validation,0.3070411479277799,0.022443938865637822,0.429942280985415,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m4,4,False,test,0.32908099014856435,0.02281419943733167,0.429942280985415,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,validation,0.31037386019440316,0.028815414674844133,0.38749703695066273,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m5,5,False,test,0.3340666636329499,0.031117345631884858,0.38749703695066273,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,validation,0.31129013108223935,0.03308052195387943,0.40572837297804654,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m6,6,False,test,0.32988444616797125,0.03609027025230747,0.40572837297804654,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,validation,0.3008109113715113,0.03004362100188254,0.4087617420591414,118.115234375
phoneme,classification,tabm_d,2,BlockAdam,block_adam,default,orthogonal_all__m7,7,False,test,0.3286011198553561,0.03143499338950666,0.4087617420591414,118.115234375
phoneme,classification,tabm_d,2,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,validation,0.3063031729371209,0.0,0.5587070810142905,118.11279296875
phoneme,classification,tabm_d,2,MatrixAdam,matrix_adam,default,rbf_reference,-1,True,test,0.3282068308272954,0.0,0.5587070810142905,118.11279296875
phoneme,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m0,0,False,validation,0.3047631595713814,0.0334726282519515,0.5903409959282726,118.11279296875
phoneme,classification,tabm_d,2,MatrixAdam,matrix_adam,default,orthogonal_all__m0,0,False,test,0.32683025762461404,0.03598036830395722,0.5903409959282726,118.11279296875
